decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,reward,total_waiting,vehicle_count,avg_travel_time
92,465.0,1,2,3,10,5,10,-52.6,43.0,96,113.15360501567397
93,470.0,4,5,1,10,4,10,-51.8,42.0,98,113.4753086419753
94,475.0,4,5,0,10,6,10,-56.9,47.0,99,112.81626506024097
95,480.0,1,2,2,10,6,10,-58.1,48.0,101,114.55855855855856
96,485.0,1,2,4,10,8,10,-61.3,51.0,103,115.2700296735905
97,490.0,2,3,6,10,9,10,-66.1,56.0,101,115.98533724340176
98,495.0,2,3,6,10,10,10,-70.9,61.0,99,117.35568513119533
99,500.0,0,1,3,10,10,10,-68.0,58.0,100,118.06340057636888
100,505.0,5,6,3,10,10,7,-65.0,55.0,100,118.4403409090909
101,510.0,7,8,6,10,10,5,-68.4,58.0,104,118.53631284916202
102,515.0,7,8,6,10,10,5,-70.3,60.0,103,120.25069637883009
103,520.0,7,8,6,10,10,9,-72.4,62.0,104,121.2707182320442
104,525.0,4,5,1,10,10,10,-73.6,63.0,106,122.6456043956044
105,530.0,7,8,1,10,9,10,-73.7,63.0,107,123.34510869565217
106,535.0,0,1,0,10,6,6,-68.9,58.0,109,124.3477088948787
107,540.0,3,4,3,10,8,5,-68.7,58.0,107,125.67828418230563
108,545.0,1,2,4,10,7,8,-65.6,55.0,106,125.63852242744063
109,550.0,7,8,6,10,6,10,-70.5,60.0,105,126.60994764397905
110,555.0,7,8,9,10,6,10,-76.6,66.0,106,127.24870466321244
111,560.0,0,1,8,10,4,8,-68.6,58.0,106,127.26785714285714
112,565.0,2,3,8,10,5,6,-66.4,56.0,104,128.58629441624365
113,570.0,0,1,6,10,8,6,-68.1,58.0,101,129.87626262626262
114,575.0,7,8,5,10,9,4,-66.7,57.0,97,131.77272727272728
115,580.0,7,8,8,10,5,7,-69.4,60.0,94,133.2972292191436
116,585.0,7,8,10,10,1,10,-74.3,65.0,93,133.8204488778055
117,590.0,3,4,10,10,2,10,-77.3,68.0,93,134.66336633663366
118,595.0,0,1,9,10,6,8,-73.5,64.0,95,135.83251231527095
119,600.0,7,8,7,10,5,6,-71.3,62.0,93,137.3095823095823
120,605.0,7,8,8,10,1,6,-69.4,60.0,94,138.440097799511
121,610.0,1,2,10,10,0,10,-73.2,64.0,92,139.56447688564478
122,615.0,0,1,9,10,2,9,-69.1,60.0,91,140.67070217917674
123,620.0,1,2,4,10,2,9,-62.1,53.0,91,141.7710843373494
124,625.0,7,8,8,10,0,10,-63.0,54.0,90,142.1742243436754
125,630.0,0,1,9,10,2,6,-61.2,52.0,92,142.2759433962264
126,635.0,5,6,8,10,2,5,-60.0,51.0,90,143.72
127,640.0,4,5,4,10,2,3,-54.7,46.0,87,144.78454332552693
128,645.0,6,7,5,10,2,5,-51.4,43.0,84,146.5105386416862
129,650.0,4,5,4,10,3,9,-53.8,45.0,88,145.204128440367
130,655.0,1,2,4,10,0,10,-55.0,46.0,90,144.98868778280544
131,660.0,6,7,6,10,2,10,-52.0,43.0,90,146.0990990990991
132,665.0,0,1,6,10,3,7,-50.2,41.0,92,146.2271714922049
133,670.0,7,8,6,10,0,6,-51.9,43.0,89,146.99557522123894
134,675.0,0,1,4,10,3,3,-50.9,42.0,89,148.41280353200884
135,680.0,2,3,6,10,5,4,-55.0,46.0,90,148.85995623632385
136,685.0,0,1,5,10,7,2,-51.7,43.0,87,150.5776805251641
137,690.0,1,2,6,10,6,2,-51.4,43.0,84,152.24945295404814
138,695.0,7,8,7,10,5,6,-55.1,47.0,81,153.890590809628
139,700.0,7,8,10,10,3,6,-58.6,50.0,86,153.86580086580088
140,705.0,1,2,10,10,0,7,-57.5,49.0,85,154.51827956989248
141,710.0,0,1,6,10,2,5,-57.1,48.0,91,154.8550106609808
142,715.0,7,8,3,10,2,4,-54.0,45.0,90,154.55789473684212
143,720.0,1,2,6,10,0,7,-54.2,45.0,92,154.3014553014553
