decision_step,time,action,phase_id,state_north_bucket,state_east_bucket,state_south_bucket,state_west_bucket,reward,total_waiting,vehicle_count,avg_travel_time
27,140.0,0,1,0,1,0,0,-3.5,1.0,25,46.75471698113208
28,145.0,1,2,1,0,0,0,-3.4000000000000004,1.0,24,49.056603773584904
29,150.0,4,5,0,1,0,0,-4.4,2.0,24,49.43636363636364
30,155.0,1,2,1,1,0,1,-7.4,5.0,24,50.660714285714285
31,160.0,0,1,0,2,0,1,-6.5,4.0,25,50.13559322033898
32,165.0,6,7,1,0,0,1,-5.6,3.0,26,49.03174603174603
33,170.0,5,6,2,2,0,0,-10.0,7.0,30,48.38805970149254
34,175.0,6,7,2,0,0,0,-7.2,4.0,32,47.929577464788736
35,180.0,4,5,0,1,1,0,-6.300000000000001,3.0,33,48.270270270270274
36,185.0,1,2,1,0,0,0,-5.4,2.0,34,49.26315789473684
37,190.0,4,5,0,2,0,0,-6.2,3.0,32,51.43421052631579
38,195.0,1,2,1,1,0,0,-7.1,4.0,31,53.5
39,200.0,1,2,1,1,0,0,-7.0,4.0,30,55.473684210526315
40,205.0,1,2,1,1,0,0,-6.800000000000001,4.0,28,57.35526315789474
41,210.0,1,2,1,1,0,0,-6.7,4.0,27,58.35064935064935
42,215.0,1,2,1,1,0,0,-6.5,4.0,25,59.243589743589745
43,220.0,1,2,1,1,0,0,-6.4,4.0,24,60.050632911392405
44,225.0,1,2,1,1,0,0,-6.300000000000001,4.0,23,58.59036144578313
45,230.0,1,2,1,1,0,0,-6.6,4.0,26,55.422222222222224
46,235.0,1,2,1,1,0,0,-6.6,4.0,26,53.4375
47,240.0,1,2,1,1,0,1,-7.800000000000001,5.0,28,51.29126213592233
48,245.0,0,1,0,1,0,0,-5.0,2.0,30,52.34615384615385
49,250.0,1,2,0,1,0,1,-6.1,3.0,31,52.924528301886795
50,255.0,6,7,2,0,0,2,-9.3,6.0,33,54.528301886792455
51,260.0,0,1,1,1,0,2,-9.4,6.0,34,56.132075471698116
52,265.0,0,1,1,2,0,1,-8.6,5.0,36,56.72222222222222
53,270.0,6,7,2,2,0,2,-12.7,9.0,37,57.88990825688074
54,275.0,0,1,1,2,0,1,-10.5,7.0,35,58.45945945945946
55,280.0,6,7,2,2,0,1,-11.5,8.0,35,60.03603603603604
56,285.0,5,6,2,3,0,0,-13.5,10.0,35,59.99122807017544
57,290.0,0,1,1,3,0,0,-11.5,8.0,35,59.957264957264954
58,295.0,2,3,1,3,0,0,-14.3,11.0,33,59.875
59,300.0,2,3,1,3,0,1,-15.7,12.0,37,58.48412698412698
60,305.0,0,1,0,4,0,0,-14.6,11.0,36,59.44881889763779
61,310.0,4,5,0,4,0,0,-14.9,11.0,39,58.65909090909091
62,315.0,4,5,0,4,1,0,-16.8,13.0,38,60.11363636363637
63,320.0,7,8,1,4,0,1,-17.9,14.0,39,60.22962962962963
64,325.0,2,3,2,4,0,1,-23.9,20.0,39,61.1985294117647
65,330.0,7,8,2,4,0,1,-25.9,22.0,39,62.175182481751825
66,335.0,7,8,2,4,0,1,-26.6,23.0,36,63.53284671532847
67,340.0,7,8,3,4,0,1,-29.8,26.0,38,63.94244604316547
68,345.0,1,2,3,4,0,1,-26.2,22.0,42,63.145833333333336
69,350.0,1,2,3,4,0,1,-23.1,19.0,41,64.13793103448276
70,355.0,1,2,3,3,0,1,-20.0,16.0,40,65.52413793103449
71,360.0,6,7,3,2,0,1,-17.1,13.0,41,66.45890410958904
72,365.0,2,3,3,2,0,1,-14.9,11.0,39,67.82191780821918
73,370.0,2,3,3,3,0,1,-17.9,14.0,39,68.70068027210884
74,375.0,6,7,3,2,1,2,-18.8,15.0,38,69.06040268456375
75,380.0,0,1,1,2,1,1,-13.6,10.0,36,70.28859060402685
76,385.0,6,7,1,2,1,1,-13.5,10.0,35,70.52980132450331
77,390.0,6,7,2,2,1,1,-14.3,11.0,33,71.17105263157895
78,395.0,2,3,2,1,2,1,-14.3,11.0,33,71.77777777777777
79,400.0,3,4,2,3,2,1,-19.8,16.0,38,70.20754716981132
80,405.0,5,6,2,3,2,0,-20.7,17.0,37,70.51552795031056
81,410.0,4,5,1,3,2,0,-16.5,13.0,35,71.17283950617283
82,415.0,6,7,1,2,2,1,-16.6,13.0,36,71.39634146341463
83,420.0,5,6,2,2,2,1,-17.6,14.0,36,71.6144578313253
84,425.0,0,1,0,3,2,0,-14.8,11.0,38,71.88690476190476
85,430.0,6,7,1,3,2,1,-17.8,14.0,38,73.01785714285714
86,435.0,3,4,2,3,2,1,-19.7,16.0,37,73.69822485207101
87,440.0,5,6,2,3,2,0,-20.9,17.0,39,72.70114942528735
88,445.0,4,5,1,3,2,1,-21.2,17.0,42,72.61581920903954
89,450.0,3,4,1,3,2,1,-23.4,19.0,44,72.59444444444445
90,455.0,3,4,2,3,2,1,-25.3,21.0,43,72.56284153005464
91,460.0,5,6,2,3,2,0,-23.1,19.0,41,73.69945355191257
92,465.0,4,5,0,3,3,1,-22.5,18.0,45,73.27272727272727
93,470.0,0,1,0,3,3,0,-25.3,21.0,43,74.43850267379679
94,475.0,1,2,1,3,3,0,-24.3,20.0,43,73.97905759162303
95,480.0,4,5,0,3,3,1,-23.7,19.0,47,73.65641025641025
96,485.0,0,1,0,3,3,0,-24.9,20.0,49,73.78282828282828
97,490.0,1,2,0,3,3,0,-20.3,15.0,53,73.63861386138613
98,495.0,1,2,0,2,2,1,-15.3,10.0,53,73.85853658536585
99,500.0,4,5,0,2,2,1,-13.4,8.0,54,73.37619047619047
100,505.0,4,5,0,3,3,1,-21.4,16.0,54,73.63849765258216
101,510.0,0,1,0,3,4,0,-27.6,22.0,56,73.93518518518519
102,515.0,6,7,0,3,4,0,-30.6,25.0,56,75.23148148148148
103,520.0,6,7,0,3,4,0,-29.3,24.0,53,76.12903225806451
104,525.0,6,7,0,2,4,0,-27.9,23.0,49,77.28571428571429
105,530.0,1,2,1,2,4,0,-23.8,19.0,48,78.40552995391705
106,535.0,6,7,1,1,4,0,-19.7,15.0,47,79.49308755760369
107,540.0,6,7,1,0,4,0,-19.7,15.0,47,79.84018264840182
108,545.0,6,7,1,0,4,0,-20.6,16.0,46,79.13839285714286
109,550.0,6,7,1,0,4,0,-23.7,19.0,47,78.50218340611353
110,555.0,6,7,1,0,4,0,-23.7,19.0,47,79.22608695652174
111,560.0,6,7,1,0,4,0,-23.8,19.0,48,78.59574468085107
112,565.0,6,7,1,0,4,0,-24.1,19.0,51,78.00833333333334
113,570.0,6,7,1,0,4,1,-26.2,21.0,52,77.50204081632653
114,575.0,0,1,0,0,4,0,-22.5,17.0,55,77.072
115,580.0,2,3,1,0,4,1,-26.6,21.0,56,77.31620553359684
116,585.0,0,1,1,0,4,1,-26.8,21.0,58,77.5859375
117,590.0,0,1,1,0,4,0,-24.0,18.0,60,78.13953488372093
118,595.0,6,7,2,0,4,1,-27.2,21.0,62,78.71538461538462
119,600.0,4,5,0,2,4,2,-31.6,25.0,66,78.75
120,605.0,2,3,1,2,4,3,-38.4,32.0,64,79.07116104868913
121,610.0,2,3,2,3,4,3,-46.4,40.0,64,80.27340823970037
122,615.0,5,6,2,3,4,3,-44.1,38.0,61,81.13059701492537
123,620.0,5,6,2,4,4,2,-43.2,37.0,62,80.78021978021978
124,625.0,6,7,2,3,4,1,-37.3,31.0,63,81.32363636363637
125,630.0,2,3,2,3,4,2,-42.4,36.0,64,81.27956989247312
126,635.0,6,7,2,2,4,3,-41.5,35.0,65,82.15
127,640.0,0,1,0,2,4,2,-34.4,28.0,64,83.3
128,645.0,2,3,1,3,4,2,-38.3,32.0,63,83.83333333333333
129,650.0,2,3,2,4,4,3,-50.5,44.0,65,83.79020979020979
130,655.0,2,3,2,4,4,3,-53.2,47.0,62,84.89160839160839
131,660.0,2,3,2,4,4,3,-55.3,49.0,63,85.37152777777777
132,665.0,2,3,2,4,4,3,-57.2,51.0,62,85.83793103448276
133,670.0,2,3,2,4,4,3,-59.0,53.0,60,86.57731958762886
134,675.0,2,3,2,4,4,3,-60.4,54.0,64,86.16554054054055
135,680.0,2,3,2,4,4,3,-63.7,57.0,67,86.68791946308725
136,685.0,2,3,2,4,4,3,-65.1,58.0,71,85.58169934640523
137,690.0,2,3,2,4,4,3,-68.6,61.0,76,86.0032362459547
138,695.0,2,3,2,4,4,3,-72.8,65.0,78,87.26537216828478
139,700.0,2,3,2,4,4,3,-77.8,70.0,78,88.52750809061489
140,705.0,2,3,2,4,4,3,-81.8,74.0,78,89.78964401294499
141,710.0,2,3,2,4,4,3,-82.8,75.0,78,91.05177993527508
142,715.0,2,3,2,4,4,3,-85.1,77.0,81,91.45833333333333
143,720.0,2,3,2,4,4,3,-85.2,77.0,82,92.47284345047923
