decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,reward,total_waiting,vehicle_count,avg_travel_time
95,480.0,5,6,7,10,3,5,-44.4,36.0,84,114.71212121212122
96,485.0,3,4,9,10,6,4,-47.4,39.0,84,115.54887218045113
97,490.0,2,3,10,10,7,7,-55.1,47.0,81,116.80149812734082
98,495.0,4,5,9,10,7,10,-60.2,52.0,82,118.44569288389513
99,500.0,4,5,7,10,7,10,-65.3,57.0,83,119.63805970149254
100,505.0,4,5,6,10,7,10,-67.5,59.0,85,119.07326007326007
101,510.0,3,4,8,10,7,10,-73.7,65.0,87,119.42753623188406
102,515.0,6,7,8,10,7,10,-72.1,63.0,91,119.425
103,520.0,6,7,10,10,7,10,-71.3,62.0,93,118.66433566433567
104,525.0,0,1,10,10,7,10,-66.7,57.0,97,118.80689655172414
105,530.0,0,1,7,10,9,8,-61.5,52.0,95,119.73972602739725
106,535.0,3,4,5,10,10,6,-59.3,50.0,93,121.46232876712328
107,540.0,7,8,6,10,8,8,-58.6,49.0,96,121.57770270270271
108,545.0,7,8,10,10,7,10,-64.6,55.0,96,122.50335570469798
109,550.0,0,1,10,10,6,9,-61.9,52.0,99,121.04575163398692
110,555.0,4,5,6,10,8,9,-61.0,51.0,100,121.64724919093851
111,560.0,7,8,5,10,5,9,-56.8,47.0,98,121.84345047923323
112,565.0,4,5,4,10,7,10,-65.3,55.0,103,122.04416403785488
113,570.0,5,6,7,10,9,9,-72.2,62.0,102,123.42138364779875
114,575.0,4,5,5,10,10,7,-73.4,63.0,104,123.62732919254658
115,580.0,1,2,4,10,10,8,-69.2,59.0,102,124.59876543209876
116,585.0,7,8,8,10,10,10,-75.2,65.0,102,123.69788519637463
117,590.0,7,8,10,10,9,10,-78.0,68.0,100,125.0512048192771
118,595.0,1,2,10,10,7,10,-73.9,64.0,99,126.02095808383234
119,600.0,0,1,9,10,7,10,-66.8,57.0,98,126.60830860534125
120,605.0,4,5,5,10,6,9,-62.6,53.0,96,128.29376854599406
121,610.0,3,4,3,10,8,9,-59.3,50.0,93,129.9406528189911
122,615.0,3,4,6,10,10,10,-67.9,59.0,89,131.5341246290801
123,620.0,5,6,10,10,10,6,-69.8,61.0,88,132.69230769230768
124,625.0,0,1,5,10,10,2,-62.5,54.0,85,132.66959064327486
125,630.0,7,8,5,10,10,2,-59.6,51.0,86,133.05217391304348
126,635.0,7,8,7,10,9,5,-62.0,53.0,90,133.05730659025787
127,640.0,3,4,9,10,8,7,-69.1,60.0,91,131.6078431372549
128,645.0,2,3,8,10,7,8,-69.5,60.0,95,131.70637119113573
129,650.0,0,1,4,10,10,6,-66.5,57.0,95,132.1978021978022
130,655.0,2,3,3,10,10,6,-68.4,59.0,94,132.32065217391303
131,660.0,4,5,1,10,10,10,-70.5,61.0,95,133.875
132,665.0,6,7,2,10,10,10,-71.5,62.0,95,133.9811827956989
133,670.0,3,4,8,10,10,10,-78.8,69.0,98,134.12765957446808
134,675.0,7,8,10,10,9,10,-83.2,73.0,102,133.62565445026178
135,680.0,1,2,10,10,5,10,-80.0,70.0,100,134.53645833333334
136,685.0,0,1,10,10,3,10,-72.1,62.0,101,134.75
137,690.0,0,1,10,10,5,10,-69.1,59.0,101,135.6769230769231
138,695.0,0,1,10,10,9,10,-70.3,60.0,103,136.264631043257
139,700.0,1,2,10,10,6,9,-59.6,49.0,106,136.86111111111111
140,705.0,4,5,9,10,4,9,-51.5,41.0,105,137.80904522613065
141,710.0,5,6,10,10,5,6,-55.5,45.0,105,138.4139650872818
142,715.0,4,5,6,10,8,9,-58.7,48.0,107,138.33004926108376
143,720.0,7,8,10,10,4,10,-64.5,54.0,105,139.5896805896806
