episode,step,time,dir_0,dir_1,dir_2,dir_3,phase,total_waiting,vehicle_count,avg_travel_time
1,37,185.0,0.0,20.0,20.0,0.0,1,70.0,214.0,59.2454954954955
1,38,190.0,1.0,20.0,20.0,1.0,0,74.0,218.0,60.09649122807018
1,39,195.0,0.0,20.0,20.0,0.0,1,74.0,224.0,60.95940170940171
2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,1,5.0,0.0,0.0,0.0,0.0,1,0.0,12.0,5.0
2,2,10.0,0.0,0.0,0.0,0.0,1,0.0,24.0,7.5
2,3,15.0,0.0,0.0,0.0,0.0,0,0.0,36.0,10.0
2,4,20.0,0.0,0.0,0.0,0.0,0,0.0,48.0,12.5
2,5,25.0,1.0,1.0,1.0,1.0,0,4.0,60.0,15.0
2,6,30.0,2.0,2.0,2.0,2.0,0,8.0,72.0,17.5
2,7,35.0,0.0,3.0,3.0,0.0,1,6.0,84.0,20.0
2,8,40.0,2.0,4.0,4.0,1.0,0,11.0,96.0,22.5
2,9,45.0,3.0,5.0,5.0,2.0,0,15.0,102.0,24.73148148148148
2,10,50.0,4.0,6.0,6.0,3.0,0,19.0,108.0,26.783333333333335
2,11,55.0,0.0,8.0,7.0,0.0,1,15.0,111.0,28.643939393939394
2,12,60.0,0.0,9.0,8.0,0.0,1,17.0,115.0,30.29861111111111
2,13,65.0,0.0,10.0,9.0,0.0,1,19.0,121.0,31.865384615384617
2,14,70.0,0.0,10.0,11.0,0.0,1,21.0,127.0,33.38690476190476
2,15,75.0,1.0,11.0,12.0,1.0,0,25.0,129.0,34.81666666666667
2,16,80.0,0.0,12.0,13.0,0.0,1,25.0,130.0,36.104166666666664
2,17,85.0,0.0,14.0,14.0,0.0,1,28.0,136.0,37.34313725490196
2,18,90.0,1.0,15.0,15.0,1.0,0,32.0,142.0,38.592592592592595
2,19,95.0,0.0,16.0,16.0,0.0,1,32.0,146.0,39.833333333333336
2,20,100.0,1.0,16.0,17.0,1.0,0,36.0,147.0,40.958333333333336
2,21,105.0,2.0,17.0,17.0,2.0,0,40.0,152.0,42.051587301587304
2,22,110.0,3.0,17.0,18.0,3.0,0,44.0,157.0,43.17045454545455
2,23,115.0,4.0,17.0,19.0,4.0,0,48.0,159.0,44.21376811594203
2,24,120.0,1.0,18.0,20.0,0.0,1,43.0,163.0,45.236111111111114
2,25,125.0,0.0,19.0,20.0,0.0,1,44.0,168.0,46.236666666666665
2,26,130.0,0.0,20.0,20.0,0.0,1,46.0,174.0,47.25320512820513
2,27,135.0,1.0,20.0,20.0,1.0,0,50.0,180.0,48.29012345679013
2,28,140.0,0.0,20.0,20.0,0.0,1,50.0,183.0,49.31845238095238
2,29,145.0,1.0,20.0,20.0,1.0,0,54.0,183.0,50.29022988505747
2,30,150.0,2.0,20.0,20.0,2.0,0,58.0,188.0,51.24722222222222
2,31,155.0,3.0,20.0,20.0,3.0,0,62.0,192.0,52.22043010752688
2,32,160.0,0.0,20.0,20.0,0.0,1,58.0,194.0,53.143229166666664
2,33,165.0,0.0,20.0,20.0,0.0,1,60.0,198.0,54.05808080808081
2,34,170.0,0.0,20.0,20.0,0.0,1,62.0,204.0,54.97303921568628
2,35,175.0,1.0,20.0,20.0,1.0,0,68.0,210.0,55.90714285714286
2,36,180.0,2.0,20.0,20.0,2.0,0,72.0,212.0,56.844907407407405
2,37,185.0,0.0,20.0,20.0,0.0,1,70.0,214.0,57.7454954954955
2,38,190.0,2.0,20.0,20.0,1.0,0,75.0,220.0,58.6578947368421
2,39,195.0,0.0,20.0,20.0,0.0,1,74.0,224.0,59.57692307692308
3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
3,1,5.0,0.0,0.0,0.0,0.0,1,0.0,12.0,5.0
3,2,10.0,0.0,0.0,0.0,0.0,0,0.0,24.0,7.5
3,3,15.0,0.0,0.0,0.0,0.0,1,0.0,36.0,10.0
3,4,20.0,0.0,0.0,0.0,0.0,0,0.0,48.0,12.5
3,5,25.0,1.0,1.0,1.0,1.0,0,4.0,60.0,15.0
3,6,30.0,0.0,2.0,2.0,0.0,1,4.0,72.0,17.5
3,7,35.0,0.0,3.0,3.0,0.0,1,6.0,84.0,20.0
3,8,40.0,0.0,4.0,4.0,0.0,1,8.0,96.0,22.5
3,9,45.0,0.0,5.0,5.0,0.0,1,10.0,102.0,24.73148148148148
3,10,50.0,1.0,6.0,6.0,1.0,0,14.0,106.0,26.758333333333333
3,11,55.0,2.0,8.0,7.0,2.0,0,19.0,110.0,28.568181818181817
3,12,60.0,0.0,9.0,8.0,0.0,1,17.0,116.0,30.26388888888889
3,13,65.0,1.0,10.0,9.0,1.0,0,21.0,122.0,31.897435897435898
3,14,70.0,2.0,10.0,11.0,2.0,0,25.0,125.0,33.44047619047619
3,15,75.0,3.0,11.0,12.0,3.0,0,29.0,128.0,34.80555555555556
3,16,80.0,4.0,12.0,13.0,4.0,0,33.0,131.0,36.109375
3,17,85.0,5.0,14.0,14.0,5.0,0,38.0,135.0,37.3235294117647
3,18,90.0,1.0,15.0,15.0,0.0,1,31.0,140.0,38.53703703703704
3,19,95.0,3.0,16.0,16.0,2.0,0,37.0,146.0,39.71052631578947
3,20,100.0,0.0,16.0,17.0,0.0,1,34.0,152.0,40.90833333333333
3,21,105.0,0.0,17.0,17.0,0.0,1,36.0,158.0,42.107142857142854
3,22,110.0,0.0,17.0,18.0,0.0,1,38.0,160.0,43.28030303030303
3,23,115.0,0.0,17.0,19.0,0.0,1,40.0,164.0,44.38768115942029
3,24,120.0,1.0,18.0,20.0,1.0,0,44.0,167.0,45.479166666666664
3,25,125.0,2.0,19.0,20.0,2.0,0,48.0,170.0,46.53
3,26,130.0,0.0,20.0,20.0,0.0,1,46.0,173.0,47.541666666666664
3,27,135.0,0.0,20.0,20.0,0.0,1,48.0,178.0,48.55246913580247
3,28,140.0,1.0,20.0,20.0,1.0,0,52.0,182.0,49.57738095238095
3,29,145.0,0.0,20.0,20.0,0.0,1,52.0,184.0,50.53735632183908
3,30,150.0,0.0,20.0,20.0,0.0,1,54.0,186.0,51.475
3,31,155.0,1.0,20.0,20.0,1.0,0,58.0,190.0,52.384408602150536
3,32,160.0,0.0,20.0,20.0,0.0,1,58.0,195.0,53.317708333333336
3,33,165.0,1.0,20.0,20.0,1.0,0,62.0,196.0,54.217171717171716
3,34,170.0,0.0,20.0,20.0,0.0,1,62.0,202.0,55.11274509803921
3,35,175.0,1.0,20.0,20.0,1.0,0,68.0,206.0,56.01904761904762
3,36,180.0,2.0,20.0,20.0,2.0,0,72.0,209.0,56.91203703703704
3,37,185.0,0.0,20.0,20.0,0.0,1,70.0,214.0,57.799549549549546
3,38,190.0,2.0,20.0,20.0,1.0,0,75.0,218.0,58.68859649122807
3,39,195.0,3.0,20.0,20.0,2.0,0,79.0,222.0,59.57051282051282
4,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
4,1,5.0,0.0,0.0,0.0,0.0,0,0.0,12.0,5.0
4,2,10.0,0.0,0.0,0.0,0.0,0,0.0,24.0,7.5
4,3,15.0,0.0,0.0,0.0,0.0,1,0.0,36.0,10.0
4,4,20.0,0.0,0.0,0.0,0.0,1,0.0,48.0,12.5
4,5,25.0,1.0,1.0,1.0,1.0,0,4.0,60.0,15.0
4,6,30.0,2.0,2.0,2.0,2.0,0,8.0,72.0,17.5
4,7,35.0,0.0,3.0,3.0,0.0,1,6.0,84.0,20.0
4,8,40.0,0.0,4.0,4.0,0.0,1,8.0,96.0,22.5
4,9,45.0,1.0,5.0,5.0,1.0,0,12.0,102.0,24.75
4,10,50.0,2.0,6.0,6.0,2.0,0,16.0,108.0,26.8
4,11,55.0,3.0,8.0,7.0,3.0,0,21.0,111.0,28.65909090909091
4,12,60.0,4.0,9.0,8.0,4.0,0,25.0,114.0,30.291666666666668
4,13,65.0,5.0,10.0,9.0,5.0,0,29.0,120.0,31.878205128205128
4,14,70.0,2.0,10.0,11.0,0.0,1,23.0,124.0,33.30952380952381
4,15,75.0,2.0,11.0,12.0,3.0,0,28.0,130.0,34.705555555555556
4,16,80.0,5.0,12.0,13.0,4.0,0,34.0,136.0,36.09375
4,17,85.0,7.0,14.0,14.0,5.0,0,40.0,142.0,37.450980392156865
4,18,90.0,2.0,15.0,15.0,2.0,1,34.0,144.0,38.773148148148145
4,19,95.0,3.0,16.0,16.0,2.0,0,37.0,148.0,40.01315789473684
4,20,100.0,1.0,16.0,17.0,0.0,1,35.0,154.0,41.24166666666667
4,21,105.0,0.0,17.0,17.0,0.0,1,36.0,159.0,42.46031746031746
4,22,110.0,0.0,17.0,18.0,2.0,0,40.0,161.0,43.63636363636363
4,23,115.0,3.0,17.0,19.0,3.0,0,46.0,166.0,44.76449275362319
4,24,120.0,0.0,18.0,20.0,0.0,1,42.0,168.0,45.864583333333336
4,25,125.0,0.0,19.0,20.0,0.0,1,44.0,171.0,46.91
4,26,130.0,0.0,20.0,20.0,0.0,1,46.0,175.0,47.93910256410256
4,27,135.0,0.0,20.0,20.0,0.0,1,48.0,180.0,48.96296296296296
4,28,140.0,0.0,20.0,20.0,0.0,1,50.0,183.0,49.973214285714285
4,29,145.0,1.0,20.0,20.0,1.0,0,54.0,184.0,50.939655172413794
4,30,150.0,2.0,20.0,20.0,2.0,0,58.0,188.0,51.88055555555555
4,31,155.0,3.0,20.0,20.0,3.0,0,62.0,194.0,52.83064516129032
4,32,160.0,4.0,20.0,20.0,4.0,0,66.0,200.0,53.802083333333336
4,33,165.0,0.0,20.0,20.0,0.0,1,60.0,202.0,54.775252525252526
4,34,170.0,2.0,20.0,20.0,2.0,0,66.0,204.0,55.67892156862745
4,35,175.0,3.0,20.0,20.0,3.0,0,72.0,210.0,56.59285714285714
4,36,180.0,4.0,20.0,20.0,4.0,0,76.0,216.0,57.52777777777778
4,37,185.0,5.0,20.0,20.0,5.0,0,80.0,218.0,58.461711711711715
4,38,190.0,6.0,20.0,20.0,6.0,0,84.0,221.0,59.36622807017544
4,39,195.0,7.0,20.0,20.0,7.0,0,88.0,226.0,60.26495726495727
5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
5,1,5.0,0.0,0.0,0.0,0.0,0,0.0,12.0,5.0
5,2,10.0,0.0,0.0,0.0,0.0,0,0.0,24.0,7.5
5,3,15.0,0.0,0.0,0.0,0.0,1,0.0,36.0,10.0
5,4,20.0,0.0,0.0,0.0,0.0,0,0.0,48.0,12.5
5,5,25.0,1.0,1.0,1.0,1.0,0,4.0,60.0,15.0
5,6,30.0,0.0,2.0,2.0,0.0,1,4.0,72.0,17.5
5,7,35.0,0.0,3.0,3.0,0.0,1,6.0,84.0,20.0
5,8,40.0,1.0,4.0,4.0,1.0,0,10.0,96.0,22.5
5,9,45.0,2.0,5.0,5.0,2.0,0,14.0,102.0,24.73148148148148
5,10,50.0,0.0,6.0,6.0,0.0,1,12.0,106.0,26.758333333333333
5,11,55.0,1.0,8.0,7.0,1.0,0,17.0,110.0,28.568181818181817
5,12,60.0,0.0,9.0,8.0,0.0,1,17.0,115.0,30.26388888888889
5,13,65.0,0.0,10.0,9.0,0.0,1,19.0,120.0,31.814102564102566
5,14,70.0,1.0,10.0,11.0,1.0,0,23.0,122.0,33.26190476190476
5,15,75.0,2.0,11.0,12.0,2.0,0,27.0,126.0,34.583333333333336
5,16,80.0,3.0,12.0,13.0,3.0,0,31.0,130.0,35.859375
5,17,85.0,0.0,14.0,14.0,0.0,1,28.0,134.0,37.06372549019608
5,18,90.0,0.0,15.0,15.0,0.0,1,30.0,139.0,38.27777777777778
5,19,95.0,0.0,16.0,16.0,0.0,1,32.0,144.0,39.42982456140351
5,20,100.0,0.0,16.0,17.0,0.0,1,34.0,150.0,40.6
5,21,105.0,0.0,17.0,17.0,0.0,1,36.0,152.0,41.73809523809524
5,22,110.0,1.0,17.0,18.0,1.0,0,40.0,154.0,42.81439393939394
5,23,115.0,2.0,17.0,19.0,2.0,0,44.0,160.0,43.8731884057971
5,24,120.0,3.0,18.0,20.0,3.0,0,48.0,166.0,44.951388888888886
5,25,125.0,0.0,19.0,20.0,0.0,1,44.0,172.0,46.04
5,26,130.0,0.0,20.0,20.0,0.0,1,46.0,175.0,47.14423076923077
5,27,135.0,1.0,20.0,20.0,1.0,0,50.0,176.0,48.160493827160494
5,28,140.0,2.0,20.0,20.0,2.0,0,54.0,182.0,49.154761904761905
5,29,145.0,3.0,20.0,20.0,3.0,0,58.0,184.0,50.14080459770115
5,30,150.0,4.0,20.0,20.0,4.0,0,62.0,187.0,51.09444444444444
5,31,155.0,0.0,20.0,20.0,0.0,1,56.0,192.0,52.05107526881721
5,32,160.0,3.0,20.0,20.0,2.0,0,63.0,196.0,52.989583333333336
5,33,165.0,0.0,20.0,20.0,0.0,1,60.0,202.0,53.94191919191919
5,34,170.0,1.0,20.0,20.0,1.0,0,64.0,208.0,54.90931372549019
5,35,175.0,0.0,20.0,20.0,0.0,1,66.0,210.0,55.87619047619047
5,36,180.0,0.0,20.0,20.0,0.0,1,68.0,213.0,56.81481481481482
5,37,185.0,1.0,20.0,20.0,1.0,0,72.0,215.0,57.736486486486484
5,38,190.0,2.0,20.0,20.0,2.0,0,76.0,219.0,58.63815789473684
5,39,195.0,0.0,20.0,20.0,0.0,1,74.0,220.0,59.51923076923077
6,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
6,1,5.0,0.0,0.0,0.0,0.0,0,0.0,12.0,5.0
6,2,10.0,0.0,0.0,0.0,0.0,0,0.0,24.0,7.5
6,3,15.0,0.0,0.0,0.0,0.0,0,0.0,36.0,10.0
6,4,20.0,0.0,0.0,0.0,0.0,0,0.0,48.0,12.5
6,5,25.0,1.0,1.0,1.0,1.0,0,4.0,60.0,15.0
6,6,30.0,0.0,2.0,2.0,0.0,1,4.0,72.0,17.5
6,7,35.0,0.0,3.0,3.0,0.0,1,6.0,84.0,20.0
6,8,40.0,0.0,4.0,4.0,0.0,1,8.0,96.0,22.5
6,9,45.0,1.0,5.0,5.0,1.0,0,12.0,102.0,24.73148148148148
6,10,50.0,0.0,6.0,6.0,0.0,1,12.0,106.0,26.758333333333333
6,11,55.0,1.0,8.0,7.0,1.0,0,17.0,110.0,28.568181818181817
6,12,60.0,2.0,9.0,8.0,2.0,0,21.0,116.0,30.26388888888889
6,13,65.0,0.0,10.0,9.0,0.0,1,19.0,121.0,31.91025641025641
6,14,70.0,2.0,10.0,11.0,1.0,0,24.0,121.0,33.32738095238095
6,15,75.0,0.0,11.0,12.0,0.0,1,23.0,127.0,34.672222222222224
6,16,80.0,0.0,12.0,13.0,0.0,1,25.0,132.0,35.96875
6,17,85.0,0.0,14.0,14.0,0.0,1,28.0,135.0,37.205882352941174
6,18,90.0,0.0,15.0,15.0,0.0,1,30.0,139.0,38.398148148148145
6,19,95.0,0.0,16.0,16.0,0.0,1,32.0,142.0,39.53508771929825
6,20,100.0,0.0,16.0,17.0,0.0,1,34.0,146.0,40.65
6,21,105.0,1.0,17.0,17.0,1.0,0,38.0,152.0,41.757936507936506
6,22,110.0,2.0,17.0,18.0,2.0,0,42.0,158.0,42.88257575757576
6,23,115.0,0.0,17.0,19.0,0.0,1,40.0,164.0,44.01086956521739
6,24,120.0,2.0,18.0,20.0,2.0,0,46.0,170.0,45.15277777777778
6,25,125.0,3.0,19.0,20.0,3.0,0,50.0,173.0,46.29
6,26,130.0,4.0,20.0,20.0,4.0,0,54.0,173.0,47.333333333333336
6,27,135.0,0.0,20.0,20.0,0.0,1,48.0,178.0,48.358024691358025
6,28,140.0,2.0,20.0,20.0,2.0,0,54.0,183.0,49.37202380952381
6,29,145.0,3.0,20.0,20.0,3.0,0,58.0,186.0,50.36494252873563
6,30,150.0,0.0,20.0,20.0,0.0,1,54.0,192.0,51.358333333333334
6,31,155.0,2.0,20.0,20.0,2.0,0,60.0,194.0,52.344086021505376
6,32,160.0,3.0,20.0,20.0,3.0,0,64.0,198.0,53.315104166666664
6,33,165.0,4.0,20.0,20.0,4.0,0,68.0,203.0,54.28030303030303
6,34,170.0,5.0,20.0,20.0,5.0,0,72.0,204.0,55.220588235294116
6,35,175.0,6.0,20.0,20.0,6.0,0,78.0,208.0,56.14047619047619
6,36,180.0,7.0,20.0,20.0,7.0,0,82.0,214.0,57.06481481481482
6,37,185.0,9.0,20.0,20.0,8.0,0,87.0,220.0,58.00675675675676
6,38,190.0,2.0,20.0,20.0,2.0,1,76.0,226.0,58.96491228070175
6,39,195.0,4.0,20.0,20.0,4.0,0,82.0,232.0,59.93376068376068
7,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
7,1,5.0,0.0,0.0,0.0,0.0,0,0.0,12.0,5.0
7,2,10.0,0.0,0.0,0.0,0.0,0,0.0,24.0,7.5
7,3,15.0,0.0,0.0,0.0,0.0,1,0.0,36.0,10.0
7,4,20.0,0.0,0.0,0.0,0.0,1,0.0,48.0,12.5
7,5,25.0,0.0,1.0,1.0,0.0,1,2.0,60.0,15.0
7,6,30.0,1.0,2.0,2.0,1.0,0,6.0,72.0,17.5
7,7,35.0,0.0,3.0,3.0,0.0,1,6.0,84.0,20.0
7,8,40.0,1.0,4.0,4.0,1.0,0,10.0,96.0,22.5
7,9,45.0,0.0,5.0,5.0,0.0,1,10.0,102.0,24.77777777777778
7,10,50.0,0.0,6.0,6.0,0.0,1,12.0,107.0,26.858333333333334
7,11,55.0,1.0,8.0,7.0,1.0,0,17.0,110.0,28.674242424242426
7,12,60.0,0.0,9.0,8.0,0.0,1,17.0,114.0,30.3125
7,13,65.0,0.0,10.0,9.0,0.0,1,19.0,117.0,31.814102564102566
7,14,70.0,0.0,10.0,11.0,0.0,1,21.0,122.0,33.220238095238095
7,15,75.0,1.0,11.0,12.0,1.0,0,25.0,127.0,34.58888888888889
7,16,80.0,2.0,12.0,13.0,2.0,0,29.0,131.0,35.885416666666664
7,17,85.0,0.0,14.0,14.0,0.0,1,28.0,135.0,37.11274509803921
7,18,90.0,1.0,15.0,15.0,1.0,0,32.0,141.0,38.351851851851855
7,19,95.0,2.0,16.0,16.0,2.0,0,36.0,145.0,39.583333333333336
7,20,100.0,3.0,16.0,17.0,3.0,0,40.0,148.0,40.72083333333333
7,21,105.0,0.0,17.0,17.0,0.0,1,36.0,150.0,41.81349206349206
7,22,110.0,2.0,17.0,18.0,2.0,0,42.0,155.0,42.878787878787875
7,23,115.0,0.0,17.0,19.0,0.0,1,40.0,160.0,43.93478260869565
7,24,120.0,2.0,18.0,20.0,2.0,0,46.0,166.0,44.989583333333336
7,25,125.0,3.0,19.0,20.0,3.0,0,50.0,168.0,46.03666666666667
7,26,130.0,0.0,20.0,20.0,0.0,1,46.0,173.0,47.05769230769231
7,27,135.0,0.0,20.0,20.0,0.0,1,48.0,176.0,48.06481481481482
7,28,140.0,1.0,20.0,20.0,1.0,0,52.0,182.0,49.06547619047619
7,29,145.0,0.0,20.0,20.0,0.0,1,52.0,186.0,50.054597701149426
7,30,150.0,0.0,20.0,20.0,0.0,1,54.0,188.0,51.03611111111111
7,31,155.0,1.0,20.0,20.0,1.0,0,58.0,190.0,51.965053763440864
7,32,160.0,0.0,20.0,20.0,0.0,1,58.0,195.0,52.911458333333336
7,33,165.0,1.0,20.0,20.0,1.0,0,62.0,196.0,53.823232323232325
7,34,170.0,2.0,20.0,20.0,2.0,0,66.0,202.0,54.73039215686274
7,35,175.0,0.0,20.0,20.0,0.0,1,66.0,206.0,55.647619047619045
7,36,180.0,1.0,20.0,20.0,1.0,0,70.0,209.0,56.550925925925924
7,37,185.0,2.0,20.0,20.0,2.0,0,74.0,214.0,57.4481981981982
7,38,190.0,3.0,20.0,20.0,3.0,0,78.0,220.0,58.35526315789474
7,39,195.0,0.0,20.0,20.0,0.0,1,74.0,222.0,59.25854700854701
8,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
8,1,5.0,0.0,0.0,0.0,0.0,0,0.0,12.0,5.0
8,2,10.0,0.0,0.0,0.0,0.0,1,0.0,24.0,7.5
8,3,15.0,0.0,0.0,0.0,0.0,0,0.0,36.0,10.0
8,4,20.0,0.0,0.0,0.0,0.0,1,0.0,48.0,12.5
8,5,25.0,0.0,1.0,1.0,0.0,1,2.0,60.0,15.0
8,6,30.0,0.0,2.0,2.0,0.0,1,4.0,72.0,17.5
8,7,35.0,1.0,3.0,3.0,1.0,0,8.0,84.0,20.0
8,8,40.0,2.0,4.0,4.0,2.0,0,12.0,96.0,22.5
8,9,45.0,0.0,5.0,5.0,0.0,1,10.0,102.0,24.77777777777778
8,10,50.0,0.0,6.0,6.0,0.0,1,12.0,108.0,26.866666666666667
8,11,55.0,1.0,8.0,7.0,1.0,0,17.0,112.0,28.78787878787879
8,12,60.0,2.0,9.0,8.0,2.0,0,21.0,116.0,30.45138888888889
8,13,65.0,0.0,10.0,9.0,0.0,1,19.0,118.0,31.993589743589745
8,14,70.0,2.0,10.0,11.0,1.0,0,24.0,122.0,33.38690476190476
8,15,75.0,0.0,11.0,12.0,0.0,1,23.0,127.0,34.74444444444445
8,16,80.0,2.0,12.0,13.0,1.0,0,28.0,132.0,36.036458333333336
8,17,85.0,0.0,14.0,14.0,0.0,1,28.0,135.0,37.26960784313726
8,18,90.0,0.0,15.0,15.0,0.0,1,30.0,139.0,38.458333333333336
8,19,95.0,1.0,16.0,16.0,1.0,0,34.0,142.0,39.5921052631579
8,20,100.0,2.0,16.0,17.0,2.0,0,38.0,148.0,40.72083333333333
8,21,105.0,3.0,17.0,17.0,3.0,0,42.0,150.0,41.80555555555556
8,22,110.0,4.0,17.0,18.0,4.0,0,46.0,154.0,42.85227272727273
8,23,115.0,5.0,17.0,19.0,5.0,0,50.0,159.0,43.90942028985507
8,24,120.0,1.0,18.0,20.0,0.0,1,43.0,164.0,44.93055555555556
8,25,125.0,3.0,19.0,20.0,2.0,0,49.0,170.0,45.97
8,26,130.0,0.0,20.0,20.0,0.0,1,46.0,176.0,47.02884615384615
8,27,135.0,2.0,20.0,20.0,3.0,0,53.0,182.0,48.10493827160494
8,28,140.0,3.0,20.0,20.0,4.0,0,57.0,184.0,49.163690476190474
8,29,145.0,0.0,20.0,20.0,0.0,1,52.0,188.0,50.18103448275862
8,30,150.0,0.0,20.0,20.0,0.0,1,54.0,192.0,51.2
8,31,155.0,1.0,20.0,20.0,1.0,0,58.0,195.0,52.20161290322581
8,32,160.0,0.0,20.0,20.0,0.0,1,58.0,200.0,53.192708333333336
8,33,165.0,1.0,20.0,20.0,1.0,0,62.0,202.0,54.17171717171717
8,34,170.0,2.0,20.0,20.0,2.0,0,66.0,202.0,55.095588235294116
8,35,175.0,3.0,20.0,20.0,3.0,0,72.0,206.0,56.00238095238095
8,36,180.0,0.0,20.0,20.0,0.0,1,68.0,209.0,56.895833333333336
8,37,185.0,0.0,20.0,20.0,0.0,1,70.0,214.0,57.78378378378378
8,38,190.0,1.0,20.0,20.0,1.0,0,74.0,220.0,58.68201754385965
8,39,195.0,2.0,20.0,20.0,2.0,0,78.0,226.0,59.5940170940171
9,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
9,1,5.0,0.0,0.0,0.0,0.0,0,0.0,12.0,5.0
9,2,10.0,0.0,0.0,0.0,0.0,1,0.0,24.0,7.5
9,3,15.0,0.0,0.0,0.0,0.0,0,0.0,36.0,10.0
9,4,20.0,0.0,0.0,0.0,0.0,0,0.0,48.0,12.5
9,5,25.0,0.0,1.0,1.0,0.0,1,2.0,60.0,15.0
9,6,30.0,0.0,2.0,2.0,0.0,1,4.0,72.0,17.5
9,7,35.0,1.0,3.0,3.0,1.0,0,8.0,84.0,20.0
9,8,40.0,0.0,4.0,4.0,0.0,1,8.0,96.0,22.5
9,9,45.0,1.0,5.0,5.0,1.0,0,12.0,100.0,24.685185185185187
9,10,50.0,2.0,6.0,6.0,2.0,0,16.0,106.0,26.7
9,11,55.0,0.0,8.0,7.0,0.0,1,15.0,111.0,28.568181818181817
9,12,60.0,1.0,9.0,8.0,1.0,0,19.0,112.0,30.180555555555557
9,13,65.0,0.0,10.0,9.0,0.0,1,19.0,118.0,31.673076923076923
9,14,70.0,1.0,10.0,11.0,1.0,0,23.0,124.0,33.11904761904762
9,15,75.0,2.0,11.0,12.0,2.0,0,27.0,126.0,34.483333333333334
9,16,80.0,0.0,12.0,13.0,0.0,1,25.0,131.0,35.770833333333336
9,17,85.0,0.0,14.0,14.0,0.0,1,28.0,133.0,36.98529411764706
9,18,90.0,0.0,15.0,15.0,0.0,1,30.0,139.0,38.1712962962963
9,19,95.0,1.0,16.0,16.0,1.0,0,34.0,144.0,39.333333333333336
