episode,step,time,dir_0,dir_1,dir_2,dir_3,phase,total_waiting,vehicle_count,avg_travel_time
3,15,75.0,1.0,3.0,0.0,0.0,0,4.0,28.0,28.433333333333334
3,16,80.0,1.0,5.0,0.0,0.0,0,6.0,27.0,33.03333333333333
3,17,85.0,1.0,6.0,0.0,0.0,0,7.0,28.0,34.27272727272727
3,18,90.0,1.0,7.0,0.0,0.0,1,8.0,27.0,38.484848484848484
3,19,95.0,2.0,9.0,0.0,0.0,0,11.0,24.0,42.27272727272727
3,20,100.0,3.0,5.0,0.0,0.0,1,8.0,25.0,43.457142857142856
3,21,105.0,3.0,4.0,0.0,1.0,1,8.0,24.0,46.91428571428571
3,22,110.0,3.0,3.0,0.0,1.0,1,7.0,26.0,47.729729729729726
3,23,115.0,3.0,3.0,0.0,2.0,1,8.0,27.0,47.5
3,24,120.0,2.0,5.0,0.0,0.0,0,7.0,29.0,48.57142857142857
3,25,125.0,2.0,6.0,0.0,0.0,0,8.0,32.0,45.729166666666664
3,26,130.0,2.0,3.0,0.0,0.0,1,5.0,32.0,47.2
3,27,135.0,2.0,3.0,0.0,0.0,1,5.0,32.0,49.470588235294116
3,28,140.0,2.0,4.0,0.0,0.0,0,6.0,32.0,50.509433962264154
3,29,145.0,3.0,3.0,0.0,0.0,1,6.0,30.0,53.37735849056604
3,30,150.0,5.0,3.0,0.0,0.0,1,8.0,30.0,54.127272727272725
3,31,155.0,3.0,5.0,0.0,1.0,0,9.0,29.0,55.714285714285715
3,32,160.0,4.0,3.0,0.0,1.0,1,8.0,30.0,55.3728813559322
3,33,165.0,3.0,4.0,0.0,1.0,0,8.0,31.0,54.333333333333336
3,34,170.0,4.0,3.0,0.0,1.0,1,8.0,35.0,53.74626865671642
3,35,175.0,2.0,4.0,0.0,1.0,0,7.0,37.0,53.33802816901409
3,36,180.0,2.0,5.0,1.0,1.0,0,9.0,38.0,53.7972972972973
3,37,185.0,2.0,4.0,0.0,1.0,1,7.0,37.0,54.88157894736842
3,38,190.0,3.0,7.0,0.0,1.0,0,11.0,37.0,57.3421052631579
3,39,195.0,3.0,9.0,2.0,1.0,0,15.0,35.0,59.68421052631579
4,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
4,1,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.0
4,2,10.0,0.0,0.0,0.0,0.0,0,0.0,1.0,9.0
4,3,15.0,0.0,0.0,0.0,0.0,1,0.0,1.0,14.0
4,4,20.0,0.0,0.0,0.0,0.0,1,0.0,2.0,11.5
4,5,25.0,0.0,0.0,0.0,0.0,0,0.0,3.0,9.25
4,6,30.0,0.0,0.0,0.0,0.0,0,0.0,6.0,10.166666666666666
4,7,35.0,0.0,0.0,0.0,0.0,1,0.0,10.0,9.9
4,8,40.0,0.0,0.0,0.0,0.0,1,0.0,11.0,13.727272727272727
4,9,45.0,0.0,0.0,0.0,0.0,0,0.0,14.0,15.285714285714286
4,10,50.0,0.0,0.0,0.0,0.0,0,0.0,16.0,18.1875
4,11,55.0,0.0,0.0,0.0,0.0,0,0.0,17.0,22.058823529411764
4,12,60.0,0.0,0.0,0.0,0.0,0,0.0,19.0,23.55
4,13,65.0,0.0,1.0,0.0,0.0,0,1.0,24.0,23.08
4,14,70.0,0.0,0.0,0.0,0.0,1,0.0,28.0,24.517241379310345
4,15,75.0,1.0,1.0,0.0,0.0,0,2.0,28.0,28.433333333333334
4,16,80.0,1.0,3.0,0.0,0.0,0,4.0,27.0,33.03333333333333
4,17,85.0,1.0,4.0,0.0,0.0,0,5.0,28.0,34.27272727272727
4,18,90.0,1.0,4.0,0.0,0.0,1,5.0,26.0,38.24242424242424
4,19,95.0,2.0,7.0,0.0,0.0,0,9.0,24.0,41.878787878787875
4,20,100.0,3.0,4.0,0.0,0.0,1,7.0,23.0,42.91428571428571
4,21,105.0,3.0,2.0,0.0,1.0,1,6.0,22.0,46.08571428571429
4,22,110.0,2.0,4.0,0.0,0.0,0,6.0,24.0,46.67567567567568
4,23,115.0,2.0,7.0,0.0,0.0,0,9.0,25.0,46.275
4,24,120.0,2.0,3.0,0.0,0.0,1,5.0,27.0,47.166666666666664
4,25,125.0,2.0,3.0,0.0,0.0,1,5.0,30.0,44.291666666666664
4,26,130.0,2.0,3.0,0.0,1.0,1,6.0,30.0,45.62
4,27,135.0,2.0,3.0,0.0,1.0,1,6.0,30.0,47.72549019607843
4,28,140.0,2.0,3.0,0.0,1.0,1,6.0,30.0,48.64150943396226
4,29,145.0,2.0,3.0,0.0,0.0,0,5.0,29.0,51.37735849056604
4,30,150.0,2.0,5.0,0.0,0.0,0,7.0,29.0,52.127272727272725
4,31,155.0,2.0,7.0,0.0,1.0,0,10.0,28.0,53.67857142857143
4,32,160.0,2.0,7.0,0.0,1.0,0,10.0,30.0,53.389830508474574
4,33,165.0,3.0,4.0,0.0,1.0,1,8.0,32.0,52.55555555555556
4,34,170.0,2.0,4.0,0.0,1.0,0,7.0,34.0,52.059701492537314
4,35,175.0,2.0,6.0,0.0,1.0,0,9.0,35.0,51.66197183098591
4,36,180.0,2.0,7.0,1.0,1.0,0,11.0,36.0,52.067567567567565
4,37,185.0,2.0,8.0,1.0,1.0,0,12.0,36.0,53.10526315789474
4,38,190.0,3.0,10.0,2.0,1.0,0,16.0,36.0,55.48684210526316
4,39,195.0,3.0,12.0,4.0,1.0,0,20.0,34.0,57.78947368421053
5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
5,1,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.0
5,2,10.0,0.0,0.0,0.0,0.0,0,0.0,1.0,9.0
5,3,15.0,0.0,0.0,0.0,0.0,1,0.0,1.0,14.0
5,4,20.0,0.0,0.0,0.0,0.0,0,0.0,2.0,11.5
5,5,25.0,0.0,0.0,0.0,0.0,0,0.0,3.0,9.25
5,6,30.0,0.0,0.0,0.0,0.0,1,0.0,6.0,10.166666666666666
5,7,35.0,0.0,0.0,0.0,0.0,1,0.0,10.0,9.9
5,8,40.0,0.0,0.0,0.0,0.0,0,0.0,11.0,13.727272727272727
5,9,45.0,0.0,0.0,0.0,0.0,0,0.0,14.0,15.285714285714286
5,10,50.0,0.0,0.0,0.0,0.0,1,0.0,16.0,18.1875
5,11,55.0,0.0,0.0,0.0,0.0,0,0.0,17.0,22.058823529411764
5,12,60.0,0.0,0.0,0.0,1.0,1,1.0,19.0,23.45
5,13,65.0,2.0,0.0,0.0,2.0,1,4.0,24.0,23.0
5,14,70.0,0.0,1.0,0.0,0.0,0,1.0,28.0,24.448275862068964
5,15,75.0,1.0,2.0,0.0,0.0,0,3.0,28.0,28.366666666666667
5,16,80.0,1.0,4.0,0.0,0.0,0,5.0,27.0,33.0
5,17,85.0,1.0,1.0,0.0,0.0,1,2.0,28.0,34.24242424242424
5,18,90.0,2.0,0.0,0.0,0.0,1,2.0,28.0,38.484848484848484
5,19,95.0,4.0,2.0,0.0,1.0,1,7.0,27.0,42.57575757575758
5,20,100.0,5.0,2.0,0.0,2.0,1,9.0,25.0,43.82857142857143
5,21,105.0,5.0,2.0,0.0,2.0,1,9.0,23.0,47.2
5,22,110.0,2.0,3.0,0.0,0.0,0,5.0,25.0,47.86486486486486
5,23,115.0,2.0,4.0,0.0,0.0,0,6.0,25.0,47.4
5,24,120.0,2.0,4.0,0.0,0.0,0,6.0,26.0,48.142857142857146
5,25,125.0,2.0,3.0,0.0,0.0,1,5.0,29.0,45.083333333333336
5,26,130.0,2.0,3.0,0.0,1.0,1,6.0,29.0,46.26
5,27,135.0,2.0,3.0,0.0,0.0,0,5.0,30.0,48.294117647058826
5,28,140.0,2.0,4.0,1.0,0.0,0,7.0,28.0,49.075471698113205
5,29,145.0,2.0,6.0,1.0,0.0,0,9.0,26.0,51.528301886792455
5,30,150.0,2.0,8.0,1.0,0.0,0,11.0,28.0,52.127272727272725
5,31,155.0,3.0,7.0,0.0,1.0,1,11.0,27.0,53.589285714285715
5,32,160.0,3.0,6.0,0.0,1.0,0,10.0,30.0,53.30508474576271
5,33,165.0,5.0,5.0,0.0,1.0,1,11.0,32.0,52.42857142857143
5,34,170.0,2.0,6.0,0.0,1.0,0,9.0,35.0,52.014925373134325
5,35,175.0,4.0,5.0,0.0,1.0,1,10.0,38.0,51.7887323943662
5,36,180.0,4.0,3.0,0.0,1.0,1,8.0,39.0,52.391891891891895
5,37,185.0,2.0,6.0,0.0,1.0,0,9.0,39.0,53.63157894736842
5,38,190.0,3.0,9.0,1.0,1.0,0,14.0,39.0,56.223684210526315
5,39,195.0,3.0,7.0,0.0,1.0,1,11.0,38.0,58.75
6,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
6,1,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.0
6,2,10.0,0.0,0.0,0.0,0.0,0,0.0,1.0,9.0
6,3,15.0,0.0,0.0,0.0,0.0,0,0.0,1.0,14.0
6,4,20.0,0.0,0.0,0.0,0.0,0,0.0,2.0,11.5
6,5,25.0,0.0,0.0,0.0,0.0,0,0.0,3.0,9.25
6,6,30.0,0.0,0.0,0.0,0.0,1,0.0,6.0,10.166666666666666
6,7,35.0,0.0,0.0,0.0,0.0,1,0.0,10.0,9.9
6,8,40.0,0.0,0.0,0.0,0.0,1,0.0,11.0,13.727272727272727
6,9,45.0,0.0,0.0,0.0,0.0,0,0.0,14.0,15.285714285714286
6,10,50.0,0.0,0.0,0.0,0.0,1,0.0,16.0,18.1875
6,11,55.0,0.0,0.0,0.0,0.0,0,0.0,17.0,22.058823529411764
6,12,60.0,0.0,0.0,0.0,0.0,0,0.0,19.0,23.45
6,13,65.0,1.0,0.0,0.0,1.0,1,2.0,24.0,23.0
6,14,70.0,0.0,1.0,0.0,0.0,0,1.0,28.0,24.448275862068964
6,15,75.0,1.0,0.0,0.0,0.0,1,1.0,28.0,28.366666666666667
6,16,80.0,2.0,0.0,0.0,0.0,1,2.0,27.0,33.0
6,17,85.0,2.0,0.0,0.0,0.0,1,2.0,28.0,34.24242424242424
6,18,90.0,3.0,0.0,0.0,0.0,1,3.0,26.0,38.21212121212121
6,19,95.0,5.0,2.0,0.0,1.0,1,8.0,25.0,42.0
6,20,100.0,6.0,2.0,0.0,2.0,1,10.0,25.0,43.114285714285714
6,21,105.0,2.0,2.0,0.0,0.0,0,4.0,23.0,46.48571428571429
6,22,110.0,2.0,3.0,0.0,0.0,0,5.0,24.0,47.108108108108105
6,23,115.0,2.0,3.0,0.0,1.0,1,6.0,23.0,46.525
6,24,120.0,2.0,3.0,0.0,0.0,0,5.0,24.0,47.142857142857146
6,25,125.0,2.0,3.0,0.0,0.0,0,5.0,27.0,44.0625
6,26,130.0,2.0,4.0,0.0,0.0,0,6.0,29.0,45.24
6,27,135.0,2.0,3.0,0.0,0.0,1,5.0,27.0,47.11764705882353
6,28,140.0,2.0,4.0,0.0,0.0,0,6.0,27.0,47.79245283018868
6,29,145.0,2.0,6.0,0.0,0.0,0,8.0,26.0,50.283018867924525
6,30,150.0,3.0,4.0,0.0,0.0,1,7.0,27.0,50.872727272727275
6,31,155.0,2.0,5.0,0.0,1.0,0,8.0,27.0,52.339285714285715
6,32,160.0,2.0,7.0,0.0,1.0,0,10.0,30.0,52.11864406779661
6,33,165.0,2.0,7.0,0.0,1.0,0,10.0,31.0,51.285714285714285
6,34,170.0,2.0,8.0,0.0,1.0,0,11.0,34.0,50.865671641791046
6,35,175.0,2.0,8.0,0.0,1.0,0,11.0,38.0,50.647887323943664
6,36,180.0,2.0,9.0,1.0,1.0,0,13.0,39.0,51.28378378378378
6,37,185.0,2.0,10.0,1.0,1.0,0,14.0,38.0,52.5
6,38,190.0,3.0,9.0,0.0,1.0,1,13.0,37.0,54.973684210526315
6,39,195.0,3.0,12.0,1.0,1.0,0,17.0,35.0,57.31578947368421
7,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
7,1,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.0
7,2,10.0,0.0,0.0,0.0,0.0,0,0.0,1.0,9.0
7,3,15.0,0.0,0.0,0.0,0.0,1,0.0,1.0,14.0
7,4,20.0,0.0,0.0,0.0,0.0,1,0.0,2.0,11.5
7,5,25.0,0.0,0.0,0.0,0.0,1,0.0,3.0,9.25
7,6,30.0,0.0,0.0,0.0,0.0,0,0.0,6.0,10.166666666666666
7,7,35.0,0.0,0.0,0.0,0.0,1,0.0,10.0,9.9
7,8,40.0,0.0,0.0,0.0,0.0,0,0.0,11.0,13.727272727272727
7,9,45.0,0.0,0.0,0.0,0.0,1,0.0,14.0,15.285714285714286
7,10,50.0,0.0,0.0,0.0,1.0,1,1.0,16.0,18.1875
7,11,55.0,0.0,0.0,0.0,0.0,0,0.0,17.0,22.058823529411764
7,12,60.0,0.0,0.0,0.0,2.0,1,2.0,19.0,23.55
7,13,65.0,2.0,0.0,0.0,3.0,1,5.0,24.0,23.08
7,14,70.0,2.0,0.0,0.0,3.0,1,5.0,28.0,24.517241379310345
7,15,75.0,1.0,1.0,0.0,0.0,0,2.0,29.0,28.533333333333335
7,16,80.0,1.0,3.0,0.0,0.0,0,4.0,29.0,33.36666666666667
7,17,85.0,1.0,2.0,0.0,0.0,1,3.0,29.0,34.78787878787879
7,18,90.0,1.0,3.0,0.0,0.0,0,4.0,29.0,39.18181818181818
7,19,95.0,2.0,9.0,0.0,0.0,0,11.0,27.0,43.39393939393939
7,20,100.0,2.0,9.0,0.0,0.0,0,11.0,29.0,45.0
7,21,105.0,2.0,5.0,0.0,0.0,1,7.0,25.0,48.74285714285714
7,22,110.0,2.0,5.0,0.0,0.0,0,7.0,24.0,49.270270270270274
7,23,115.0,2.0,5.0,0.0,1.0,1,8.0,24.0,48.65
7,24,120.0,2.0,5.0,0.0,0.0,0,7.0,26.0,49.357142857142854
7,25,125.0,2.0,8.0,0.0,0.0,0,10.0,30.0,46.1875
7,26,130.0,2.0,4.0,0.0,0.0,1,6.0,30.0,47.4
7,27,135.0,2.0,3.0,0.0,0.0,1,5.0,30.0,49.470588235294116
7,28,140.0,2.0,4.0,0.0,0.0,0,6.0,32.0,50.471698113207545
7,29,145.0,3.0,3.0,0.0,0.0,1,6.0,30.0,53.35849056603774
7,30,150.0,5.0,3.0,0.0,0.0,1,8.0,31.0,54.2
7,31,155.0,3.0,5.0,0.0,1.0,0,9.0,31.0,55.964285714285715
7,32,160.0,4.0,3.0,0.0,1.0,1,8.0,32.0,55.779661016949156
7,33,165.0,3.0,5.0,0.0,1.0,0,9.0,32.0,54.84126984126984
7,34,170.0,2.0,6.0,0.0,1.0,0,9.0,36.0,54.298507462686565
7,35,175.0,3.0,3.0,0.0,1.0,1,7.0,38.0,53.929577464788736
7,36,180.0,2.0,6.0,0.0,1.0,0,9.0,39.0,54.41891891891892
7,37,185.0,2.0,7.0,0.0,1.0,0,10.0,38.0,55.55263157894737
7,38,190.0,3.0,9.0,1.0,1.0,0,14.0,38.0,58.078947368421055
7,39,195.0,3.0,7.0,0.0,1.0,1,11.0,36.0,60.48684210526316
8,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
8,1,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.0
8,2,10.0,0.0,0.0,0.0,0.0,1,0.0,1.0,9.0
8,3,15.0,0.0,0.0,0.0,0.0,0,0.0,1.0,14.0
8,4,20.0,0.0,0.0,0.0,0.0,1,0.0,2.0,11.5
8,5,25.0,0.0,0.0,0.0,0.0,1,0.0,3.0,9.25
8,6,30.0,0.0,0.0,0.0,0.0,1,0.0,6.0,10.166666666666666
8,7,35.0,0.0,0.0,0.0,0.0,0,0.0,10.0,9.9
8,8,40.0,0.0,0.0,0.0,0.0,0,0.0,11.0,13.727272727272727
8,9,45.0,0.0,0.0,0.0,0.0,1,0.0,14.0,15.285714285714286
8,10,50.0,0.0,0.0,0.0,1.0,1,1.0,16.0,18.1875
8,11,55.0,0.0,0.0,0.0,0.0,0,0.0,17.0,22.058823529411764
8,12,60.0,0.0,0.0,0.0,0.0,0,0.0,19.0,23.45
8,13,65.0,1.0,0.0,0.0,1.0,1,2.0,24.0,23.0
8,14,70.0,0.0,1.0,0.0,0.0,0,1.0,28.0,24.448275862068964
8,15,75.0,1.0,0.0,0.0,0.0,1,1.0,29.0,28.466666666666665
8,16,80.0,1.0,3.0,0.0,0.0,0,4.0,29.0,33.3
8,17,85.0,1.0,0.0,0.0,0.0,1,1.0,29.0,34.72727272727273
8,18,90.0,2.0,0.0,0.0,0.0,1,2.0,26.0,38.78787878787879
8,19,95.0,2.0,4.0,0.0,0.0,0,6.0,25.0,42.57575757575758
8,20,100.0,2.0,6.0,0.0,0.0,0,8.0,25.0,43.65714285714286
8,21,105.0,2.0,6.0,0.0,0.0,0,8.0,23.0,47.02857142857143
8,22,110.0,2.0,8.0,0.0,0.0,0,10.0,24.0,47.567567567567565
8,23,115.0,2.0,8.0,0.0,0.0,0,10.0,24.0,47.0
8,24,120.0,2.0,4.0,0.0,0.0,1,6.0,25.0,47.642857142857146
8,25,125.0,2.0,5.0,0.0,0.0,0,7.0,27.0,44.458333333333336
8,26,130.0,2.0,3.0,0.0,0.0,1,5.0,27.0,45.44
8,27,135.0,2.0,5.0,0.0,0.0,0,7.0,29.0,47.3921568627451
8,28,140.0,2.0,6.0,1.0,0.0,0,9.0,31.0,48.37735849056604
8,29,145.0,3.0,4.0,0.0,0.0,1,7.0,30.0,51.20754716981132
8,30,150.0,5.0,3.0,0.0,0.0,1,8.0,30.0,52.054545454545455
8,31,155.0,3.0,4.0,0.0,1.0,0,8.0,30.0,53.767857142857146
8,32,160.0,4.0,4.0,0.0,1.0,1,9.0,31.0,53.610169491525426
8,33,165.0,3.0,6.0,0.0,1.0,0,10.0,34.0,52.87301587301587
8,34,170.0,2.0,7.0,0.0,1.0,0,10.0,38.0,52.59701492537314
8,35,175.0,2.0,7.0,0.0,1.0,0,10.0,39.0,52.394366197183096
8,36,180.0,2.0,5.0,0.0,1.0,1,8.0,40.0,53.027027027027025
8,37,185.0,2.0,3.0,0.0,1.0,1,6.0,39.0,54.26315789473684
8,38,190.0,3.0,7.0,0.0,1.0,0,11.0,39.0,56.85526315789474
8,39,195.0,3.0,10.0,2.0,1.0,0,16.0,37.0,59.328947368421055
9,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
9,1,5.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.0
9,2,10.0,0.0,0.0,0.0,0.0,1,0.0,1.0,9.0
9,3,15.0,0.0,0.0,0.0,0.0,0,0.0,1.0,14.0
9,4,20.0,0.0,0.0,0.0,0.0,0,0.0,2.0,11.5
9,5,25.0,0.0,0.0,0.0,0.0,1,0.0,3.0,9.25
9,6,30.0,0.0,0.0,0.0,0.0,1,0.0,6.0,10.166666666666666
9,7,35.0,0.0,0.0,0.0,0.0,0,0.0,10.0,9.9
9,8,40.0,0.0,0.0,0.0,0.0,1,0.0,11.0,13.727272727272727
9,9,45.0,0.0,0.0,0.0,0.0,0,0.0,14.0,15.285714285714286
9,10,50.0,0.0,0.0,0.0,0.0,0,0.0,16.0,18.1875
9,11,55.0,0.0,0.0,0.0,0.0,1,0.0,17.0,22.058823529411764
9,12,60.0,0.0,0.0,0.0,0.0,0,0.0,19.0,23.45
9,13,65.0,1.0,0.0,0.0,1.0,1,2.0,24.0,23.0
9,14,70.0,0.0,1.0,0.0,0.0,0,1.0,28.0,24.448275862068964
9,15,75.0,1.0,2.0,0.0,0.0,0,3.0,28.0,28.366666666666667
9,16,80.0,1.0,1.0,0.0,0.0,1,2.0,27.0,32.96666666666667
9,17,85.0,1.0,0.0,0.0,0.0,1,1.0,28.0,34.333333333333336
9,18,90.0,2.0,0.0,0.0,0.0,1,2.0,26.0,38.36363636363637
9,19,95.0,2.0,3.0,0.0,0.0,0,5.0,25.0,42.15151515151515
9,20,100.0,2.0,5.0,0.0,0.0,0,7.0,24.0,43.2
9,21,105.0,2.0,5.0,0.0,0.0,0,7.0,23.0,46.51428571428571
