decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,reward,total_waiting,vehicle_count,avg_travel_time
113,570.0,7,8,1,8,4,2,-17.35,15.0,47,82.91020408163266
114,575.0,7,8,3,8,0,4,-17.5,15.0,50,82.272
115,580.0,3,4,6,8,1,6,-23.6,21.0,52,82.36363636363636
116,585.0,5,6,9,9,4,4,-28.75,26.0,55,82.5
117,590.0,4,5,5,10,4,5,-26.9,24.0,58,82.96899224806202
118,595.0,7,8,5,10,0,7,-28.0,25.0,60,83.46923076923076
119,600.0,2,3,6,10,2,9,-35.1,32.0,62,83.36742424242425
120,605.0,0,1,5,10,2,8,-34.1,31.0,62,83.5880149812734
121,610.0,1,2,3,10,0,9,-31.15,28.0,63,84.76779026217228
122,615.0,3,4,6,10,1,10,-36.1,33.0,62,85.61567164179104
123,620.0,6,7,7,10,1,10,-34.15,31.0,63,85.1978021978022
124,625.0,5,6,7,10,1,10,-33.15,30.0,63,85.71272727272728
125,630.0,5,6,7,10,1,7,-31.35,28.0,67,85.64874551971326
126,635.0,0,1,2,10,3,3,-26.2,23.0,64,86.50714285714285
127,640.0,5,6,2,10,4,0,-27.1,24.0,62,87.62857142857143
128,645.0,1,2,6,10,1,2,-28.05,25.0,61,88.09929078014184
129,650.0,2,3,7,10,1,5,-33.15,30.0,63,87.96153846153847
130,655.0,6,7,7,10,2,9,-33.05,30.0,61,89.05594405594405
131,660.0,5,6,8,10,2,7,-31.05,28.0,61,89.47569444444444
132,665.0,1,2,8,9,0,5,-24.9,22.0,58,89.86551724137931
133,670.0,1,2,8,7,0,7,-24.9,22.0,58,90.54639175257732
134,675.0,2,3,8,4,1,8,-23.9,21.0,58,89.99324324324324
135,680.0,2,3,8,9,3,8,-31.05,28.0,61,90.38926174496645
136,685.0,1,2,8,8,0,8,-27.05,24.0,61,89.03921568627452
137,690.0,0,1,5,10,3,5,-26.25,23.0,65,89.25566343042071
138,695.0,6,7,4,8,4,5,-24.2,21.0,64,90.30744336569579
139,700.0,4,5,3,10,4,8,-29.05,26.0,61,91.3042071197411
140,705.0,5,6,2,10,5,3,-29.05,26.0,61,92.29126213592232
141,710.0,1,2,5,10,5,1,-26.05,23.0,61,93.27831715210355
142,715.0,2,3,5,10,7,6,-33.0,30.0,60,93.34615384615384
143,720.0,7,8,5,10,2,7,-31.95,29.0,59,94.0
