decision_step,time,action,phase_id,state_north_bucket,state_east_bucket,state_south_bucket,state_west_bucket,reward,total_waiting,vehicle_count,avg_travel_time
92,465.0,6,7,3,3,3,2,-37.5,28.0,95,111.02507836990596
93,470.0,0,1,2,3,3,2,-43.8,34.0,98,111.18827160493827
94,475.0,1,2,2,4,3,3,-46.1,36.0,101,110.42168674698796
95,480.0,7,8,3,4,3,3,-54.1,44.0,101,111.98498498498499
96,485.0,6,7,4,3,4,3,-60.3,50.0,103,112.54005934718101
97,490.0,0,1,3,3,4,2,-64.1,54.0,101,113.08504398826979
98,495.0,5,6,3,3,4,0,-64.2,54.0,102,114.27696793002916
99,500.0,6,7,3,3,4,2,-69.2,59.0,102,114.81268011527378
100,505.0,5,6,4,3,4,1,-71.2,61.0,102,115.0284090909091
101,510.0,5,6,4,3,4,0,-74.3,64.0,103,114.95810055865921
102,515.0,6,7,4,3,4,1,-73.4,63.0,104,116.48189415041783
103,520.0,5,6,4,3,4,0,-76.4,66.0,104,117.3342541436464
104,525.0,6,7,4,3,4,0,-77.3,67.0,103,118.48076923076923
105,530.0,6,7,4,3,4,0,-78.4,68.0,104,118.98641304347827
106,535.0,6,7,4,3,4,0,-76.6,66.0,106,119.80592991913747
107,540.0,6,7,4,3,4,0,-73.5,63.0,105,120.9544235924933
108,545.0,6,7,4,3,4,0,-76.7,66.0,107,120.80211081794195
109,550.0,6,7,4,3,4,1,-80.9,70.0,109,121.6544502617801
110,555.0,5,6,4,2,4,0,-77.0,66.0,110,122.18911917098445
111,560.0,0,1,4,3,4,0,-78.1,67.0,111,122.125
112,565.0,6,7,4,2,4,1,-74.0,63.0,110,123.31472081218274
113,570.0,7,8,4,3,4,1,-68.9,58.0,109,124.49747474747475
114,575.0,5,6,4,4,4,0,-73.9,63.0,109,126.28282828282828
115,580.0,6,7,4,3,4,1,-76.8,66.0,108,127.73047858942066
116,585.0,5,6,4,4,4,0,-80.0,69.0,110,128.23192019950125
117,590.0,6,7,4,3,4,1,-79.9,69.0,109,129.02970297029702
118,595.0,5,6,4,3,4,0,-84.2,73.0,112,130.14532019704433
119,600.0,6,7,4,3,4,0,-84.2,73.0,112,131.54791154791155
120,605.0,6,7,4,3,4,0,-85.3,74.0,113,132.61124694376528
121,610.0,6,7,4,3,4,0,-86.1,75.0,111,133.65693430656935
122,615.0,6,7,4,3,4,0,-85.1,74.0,111,134.6949152542373
123,620.0,6,7,4,2,4,1,-82.9,72.0,109,135.710843373494
124,625.0,7,8,4,3,3,2,-81.3,70.0,113,136.07875894988067
125,630.0,0,1,4,3,4,0,-76.4,65.0,114,136.16037735849056
126,635.0,6,7,4,3,4,1,-84.4,73.0,114,137.52705882352942
127,640.0,5,6,4,3,4,0,-84.3,73.0,113,138.54098360655738
128,645.0,6,7,4,2,4,1,-81.1,70.0,111,140.18501170960187
129,650.0,7,8,4,3,3,1,-78.7,67.0,117,138.9334862385321
130,655.0,3,4,4,3,3,1,-83.6,72.0,116,138.71945701357467
131,660.0,3,4,4,3,3,1,-87.6,76.0,116,139.768018018018
132,665.0,3,4,4,3,3,1,-95.7,84.0,117,139.88641425389756
133,670.0,3,4,4,3,3,1,-100.8,89.0,118,140.64601769911505
134,675.0,3,4,4,3,3,1,-110.0,98.0,120,142.0309050772627
135,680.0,3,4,4,3,3,2,-118.0,106.0,120,142.47702407002188
136,685.0,0,1,4,3,3,0,-111.0,99.0,120,144.15098468271336
137,690.0,1,2,4,3,3,1,-109.1,97.0,121,145.8249452954048
138,695.0,3,4,4,3,3,1,-110.1,98.0,121,147.49890590809628
139,700.0,3,4,4,3,3,1,-115.8,103.0,128,147.5930735930736
140,705.0,3,4,4,3,3,1,-117.8,105.0,128,148.35913978494622
141,710.0,3,4,4,3,3,2,-120.3,107.0,133,148.83368869936035
142,715.0,0,1,4,3,3,1,-114.2,101.0,132,148.69684210526316
143,720.0,3,4,4,3,3,1,-115.3,102.0,133,148.59667359667358
