decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,state_phase,reward,total_waiting,vehicle_count,avg_travel_time
75,380.0,6,7,0,6,1,2,6,2.0,9.0,50,76.17619047619047
76,385.0,0,1,0,5,1,0,0,3.0,6.0,50,77.07582938388626
77,390.0,1,2,0,3,2,1,1,0.0,6.0,51,77.56338028169014
78,395.0,1,2,2,1,2,1,1,0.0,6.0,50,77.33179723502305
79,400.0,1,2,4,1,3,1,1,-3.0,9.0,50,77.82191780821918
80,405.0,1,2,5,1,4,1,1,-2.0,11.0,51,76.94666666666667
81,410.0,1,2,6,1,4,1,1,-1.0,12.0,52,76.52608695652174
82,415.0,0,1,3,2,6,0,0,1.0,11.0,55,77.10775862068965
83,420.0,4,5,0,3,9,0,4,-1.0,12.0,55,77.68376068376068
84,425.0,0,1,0,6,9,0,0,-3.0,15.0,53,78.51914893617021
85,430.0,1,2,0,6,6,0,1,3.0,12.0,50,79.60425531914893
86,435.0,6,7,0,4,9,0,6,-1.0,13.0,46,80.26694915254237
87,440.0,0,1,0,3,10,0,0,-1.0,14.0,43,81.19491525423729
88,445.0,1,2,0,3,9,0,1,2.0,12.0,40,82.07203389830508
89,450.0,7,8,1,3,2,0,7,6.0,6.0,40,81.8702928870293
90,455.0,0,1,0,8,3,0,0,-5.0,11.0,40,81.69834710743801
91,460.0,7,8,0,10,1,0,7,-1.0,12.0,40,80.27710843373494
92,465.0,6,7,0,6,3,0,6,3.0,9.0,41,79.89328063241106
93,470.0,1,2,0,1,1,0,1,7.0,2.0,45,79.24418604651163
94,475.0,1,2,0,0,1,0,1,1.0,1.0,44,79.86100386100387
95,480.0,0,1,0,2,1,0,0,-2.0,3.0,46,79.24621212121212
96,485.0,1,2,1,1,1,2,1,-2.0,5.0,48,79.54887218045113
97,490.0,1,2,3,0,1,4,1,-3.0,8.0,45,80.12734082397004
98,495.0,0,1,1,1,1,5,0,0.0,8.0,43,80.9438202247191
99,500.0,1,2,3,0,1,5,1,-1.0,9.0,40,81.40298507462687
100,505.0,0,1,3,0,1,4,0,1.0,8.0,41,80.63736263736264
101,510.0,0,1,4,1,1,3,0,-1.0,9.0,41,80.5072463768116
102,515.0,0,1,3,2,1,2,0,1.0,8.0,45,80.15714285714286
103,520.0,0,1,3,2,1,2,0,0.0,8.0,47,79.3076923076923
104,525.0,0,1,3,2,1,2,0,0.0,8.0,50,79.06896551724138
105,530.0,0,1,3,3,1,2,0,-1.0,9.0,51,79.38013698630137
106,535.0,5,6,3,4,4,0,5,-2.0,11.0,48,80.21917808219177
107,540.0,0,1,3,6,7,0,0,-5.0,16.0,48,79.96283783783784
108,545.0,4,5,0,7,9,0,4,0.0,16.0,45,80.19798657718121
109,550.0,7,8,1,8,4,1,7,2.0,14.0,48,78.86928104575163
110,555.0,1,2,2,5,3,2,1,2.0,12.0,50,78.91585760517799
111,560.0,3,4,3,4,2,3,3,0.0,12.0,51,78.74121405750799
112,565.0,0,1,1,5,5,0,0,1.0,11.0,54,78.57728706624606
113,570.0,7,8,2,8,4,1,7,-4.0,15.0,55,79.19496855345912
114,575.0,1,2,3,5,2,1,1,4.0,11.0,56,79.0776397515528
115,580.0,4,5,2,3,3,3,4,0.0,11.0,55,79.44444444444444
116,585.0,0,1,0,7,7,1,0,-4.0,15.0,55,78.63141993957704
117,590.0,1,2,0,7,8,1,1,-1.0,16.0,55,79.25
118,595.0,0,1,0,6,10,1,0,-3.0,19.0,53,79.59880239520957
119,600.0,7,8,1,7,5,1,7,5.0,14.0,55,79.72403560830861
120,605.0,0,1,0,10,6,1,0,-4.0,18.0,52,80.51632047477744
121,610.0,1,2,0,10,6,1,1,0.0,18.0,50,81.27299703264094
122,615.0,4,5,0,10,6,1,4,-2.0,20.0,46,81.97626112759644
123,620.0,1,2,0,10,3,1,1,4.0,16.0,45,82.40236686390533
124,625.0,1,2,0,7,4,1,1,4.0,12.0,45,82.12573099415205
125,630.0,0,1,1,6,3,1,0,1.0,11.0,44,82.09565217391304
126,635.0,1,2,1,3,3,1,1,3.0,8.0,47,81.83954154727793
127,640.0,4,5,0,4,4,1,4,-1.0,9.0,48,80.72549019607843
128,645.0,1,2,0,4,3,1,1,1.0,8.0,53,80.5983379501385
129,650.0,0,1,0,5,4,1,0,-2.0,10.0,52,80.72252747252747
130,655.0,4,5,0,8,5,1,4,-4.0,14.0,52,80.61684782608695
131,660.0,1,2,0,6,2,5,1,1.0,13.0,53,81.38315217391305
132,665.0,0,1,1,4,3,6,0,-1.0,14.0,52,81.26344086021506
133,670.0,2,3,3,8,3,4,2,-4.0,18.0,56,81.15957446808511
134,675.0,0,1,2,8,3,3,0,2.0,16.0,59,80.66753926701571
135,680.0,4,5,0,8,3,3,4,2.0,14.0,60,81.04166666666667
136,685.0,4,5,0,9,3,7,4,-5.0,19.0,63,81.00773195876289
137,690.0,0,1,0,10,3,4,0,1.0,18.0,63,81.40512820512821
138,695.0,1,2,2,10,2,3,1,1.0,17.0,64,81.59796437659033
139,700.0,4,5,2,10,2,7,4,-6.0,23.0,63,81.76010101010101
140,705.0,0,1,1,10,3,5,0,0.0,23.0,61,82.11306532663316
141,710.0,2,3,1,10,3,2,2,2.0,21.0,60,82.2643391521197
142,715.0,1,2,5,10,2,5,1,-4.0,25.0,62,82.00492610837438
143,720.0,2,3,6,10,2,6,2,-2.0,27.0,60,82.54545454545455
