decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,reward,total_waiting,vehicle_count,avg_travel_time
60,305.0,6,7,10,0,0,6,-30.9,28.0,58,89.58385093167702
61,310.0,0,1,10,2,0,4,-27.75,25.0,55,91.32298136645963
62,315.0,6,7,10,1,0,5,-27.75,25.0,55,91.88957055214723
63,320.0,2,3,10,3,0,6,-31.7,29.0,54,92.4060606060606
64,325.0,0,1,10,6,0,3,-27.8,25.0,56,92.41666666666667
65,330.0,0,1,10,9,0,0,-23.85,21.0,57,92.45029239766082
66,335.0,6,7,10,5,0,3,-21.0,18.0,60,92.04571428571428
67,340.0,6,7,10,3,0,5,-24.0,21.0,60,92.18539325842697
68,345.0,1,2,10,0,0,5,-22.2,19.0,64,91.37158469945355
69,350.0,0,1,10,2,0,2,-17.2,14.0,64,93.12021857923497
70,355.0,6,7,10,2,2,2,-21.05,18.0,61,94.28260869565217
71,360.0,6,7,10,0,2,7,-28.0,25.0,60,94.3903743315508
72,365.0,5,6,10,3,2,5,-34.15,31.0,63,92.15384615384616
73,370.0,1,2,10,1,0,6,-32.4,29.0,68,90.65346534653466
74,375.0,6,7,10,0,2,7,-36.45,33.0,69,90.62135922330097
75,380.0,5,6,10,1,2,5,-37.4,34.0,68,90.61428571428571
76,385.0,0,1,10,1,3,2,-32.5,29.0,70,91.91469194312796
77,390.0,6,7,10,0,6,2,-34.6,31.0,72,92.73708920187794
78,395.0,4,5,10,1,9,5,-37.6,34.0,72,92.71889400921658
79,400.0,6,7,10,0,10,5,-38.55,35.0,71,93.54337899543378
80,405.0,5,6,10,1,10,2,-40.65,37.0,73,92.72444444444444
81,410.0,2,3,10,1,10,3,-42.75,39.0,75,92.45652173913044
82,415.0,7,8,10,2,10,4,-38.8,35.0,76,93.36637931034483
83,420.0,1,2,10,0,10,4,-37.9,34.0,78,94.28205128205128
84,425.0,6,7,10,0,10,4,-39.85,36.0,77,95.54893617021277
85,430.0,6,7,10,0,10,4,-45.8,42.0,76,97.17872340425532
86,435.0,6,7,10,0,10,4,-48.8,45.0,76,98.37711864406779
87,440.0,6,7,10,0,10,4,-49.75,46.0,75,99.96610169491525
88,445.0,6,7,10,0,10,4,-52.55,49.0,71,101.49152542372882
89,450.0,6,7,10,0,10,4,-54.5,51.0,70,101.67782426778243
90,455.0,6,7,10,0,10,4,-54.45,51.0,69,101.85537190082644
91,460.0,6,7,10,0,10,4,-55.5,52.0,70,100.45381526104417
92,465.0,6,7,10,0,10,4,-57.65,54.0,73,100.36758893280633
93,470.0,6,7,10,0,10,4,-59.7,56.0,74,99.90697674418605
94,475.0,6,7,10,0,10,5,-62.75,59.0,75,101.03088803088804
95,480.0,5,6,10,0,10,2,-62.95,59.0,79,100.63257575757575
96,485.0,5,6,10,0,10,0,-61.95,58.0,79,101.39097744360902
97,490.0,7,8,10,0,10,2,-57.9,54.0,78,102.55430711610487
98,495.0,5,6,10,0,10,1,-56.9,53.0,78,104.08988764044943
99,500.0,4,5,10,0,10,2,-53.95,50.0,79,105.24253731343283
100,505.0,5,6,10,0,10,2,-54.15,50.0,83,104.87545787545787
101,510.0,5,6,10,1,10,0,-56.2,52.0,84,105.32971014492753
102,515.0,1,2,10,0,10,1,-53.3,49.0,86,105.45
103,520.0,4,5,10,0,10,3,-49.35,45.0,87,104.86363636363636
104,525.0,7,8,10,0,10,3,-45.45,41.0,89,105.04827586206896
105,530.0,7,8,10,1,8,3,-44.35,40.0,87,105.92465753424658
106,535.0,4,5,10,2,8,4,-45.2,41.0,84,107.50342465753425
107,540.0,1,2,10,1,6,4,-40.25,36.0,85,107.63175675675676
108,545.0,1,2,10,0,4,5,-39.15,35.0,83,108.45637583892618
109,550.0,0,1,10,2,7,2,-41.35,37.0,87,107.15686274509804
110,555.0,3,4,10,3,6,3,-44.35,40.0,87,107.67637540453075
111,560.0,3,4,10,3,9,6,-49.4,45.0,88,107.86900958466454
112,565.0,1,2,10,0,9,6,-47.55,43.0,91,108.0788643533123
113,570.0,2,3,10,3,10,6,-55.55,51.0,91,109.32389937106919
114,575.0,6,7,10,0,10,7,-56.5,52.0,90,109.50621118012423
115,580.0,2,3,10,1,10,7,-61.55,57.0,91,110.37654320987654
116,585.0,4,5,10,1,10,7,-65.65,61.0,93,109.59214501510574
117,590.0,4,5,10,2,10,7,-63.75,59.0,95,110.82831325301204
118,595.0,3,4,10,3,10,7,-61.65,57.0,93,111.7005988023952
119,600.0,1,2,10,0,10,8,-61.8,57.0,96,112.25816023738872
120,605.0,3,4,10,2,10,8,-63.7,59.0,94,113.78041543026706
121,610.0,6,7,10,1,10,8,-62.65,58.0,93,115.28189910979229
122,615.0,4,5,10,3,10,8,-61.55,57.0,91,116.75964391691394
123,620.0,6,7,10,3,10,8,-58.5,54.0,90,117.86094674556213
124,625.0,6,7,10,3,10,8,-59.45,55.0,89,117.9298245614035
125,630.0,6,7,10,0,10,8,-58.4,54.0,88,118.34492753623188
126,635.0,3,4,10,2,10,8,-66.65,62.0,93,118.4297994269341
127,640.0,6,7,10,0,10,8,-69.7,65.0,94,117.24649859943978
128,645.0,3,4,10,2,10,9,-74.8,70.0,96,117.4432132963989
129,650.0,0,1,10,2,10,7,-69.8,65.0,96,118.0
130,655.0,3,4,10,2,10,7,-66.8,62.0,96,118.23913043478261
131,660.0,3,4,10,2,10,10,-74.75,70.0,95,119.75271739130434
132,665.0,7,8,10,2,10,10,-76.85,72.0,97,119.97849462365592
133,670.0,7,8,10,2,10,10,-75.9,71.0,98,120.22872340425532
134,675.0,7,8,10,2,10,10,-77.15,72.0,103,119.90575916230367
135,680.0,7,8,10,2,10,10,-74.05,69.0,101,120.84895833333333
136,685.0,7,8,10,3,6,10,-71.2,66.0,104,121.16494845360825
137,690.0,5,6,10,3,5,10,-67.35,62.0,107,122.14871794871794
138,695.0,6,7,10,2,5,10,-65.35,60.0,107,122.8295165394402
139,700.0,0,1,10,2,8,10,-64.4,59.0,108,123.49747474747475
140,705.0,7,8,10,6,9,10,-69.35,64.0,107,124.47236180904522
141,710.0,0,1,10,9,10,9,-69.35,64.0,107,125.15461346633417
142,715.0,6,7,10,7,10,9,-68.35,63.0,107,125.21674876847291
143,720.0,7,8,10,6,9,10,-65.25,60.0,105,126.4987714987715
