decision_step,time,action,phase_id,state_north_bucket,state_east_bucket,state_south_bucket,state_west_bucket,reward,total_waiting,vehicle_count,avg_travel_time
34,175.0,3,4,4,3,1,2,-41.0,41.0,77,65.43589743589743
35,180.0,7,8,4,3,0,2,-41.0,41.0,76,68.15254237288136
36,185.0,4,5,3,3,2,2,-39.0,39.0,77,69.0327868852459
37,190.0,1,2,3,3,1,2,-36.0,36.0,78,70.0
38,195.0,7,8,3,3,2,2,-38.0,38.0,79,72.56692913385827
39,200.0,1,2,4,3,1,2,-37.0,37.0,80,72.87121212121212
40,205.0,7,8,4,3,0,2,-35.0,35.0,83,73.26277372262774
41,210.0,4,5,3,3,1,2,-36.0,36.0,86,72.72916666666667
42,215.0,7,8,3,3,1,3,-40.0,40.0,87,75.24137931034483
43,220.0,7,8,3,3,0,3,-45.0,45.0,86,77.12925170068027
44,225.0,5,6,3,3,1,3,-46.0,46.0,85,78.95973154362416
45,230.0,7,8,3,3,0,3,-52.0,52.0,83,80.67549668874172
46,235.0,5,6,3,3,1,2,-50.0,50.0,81,82.88157894736842
47,240.0,7,8,3,4,0,2,-54.0,54.0,80,85.5657894736842
48,245.0,5,6,3,4,1,1,-55.0,55.0,80,87.63398692810458
49,250.0,1,2,3,4,0,2,-56.0,56.0,81,87.96815286624204
50,255.0,5,6,3,4,0,2,-52.0,52.0,82,88.33540372670808
51,260.0,5,6,3,4,0,2,-52.0,52.0,81,90.86335403726709
52,265.0,5,6,3,4,0,0,-49.0,49.0,79,92.1840490797546
53,270.0,3,4,3,3,0,1,-50.0,50.0,79,94.61963190184049
54,275.0,1,2,3,3,0,2,-50.0,50.0,78,95.87272727272727
55,280.0,0,1,3,3,1,2,-47.0,47.0,77,96.51785714285714
56,285.0,7,8,4,3,0,2,-44.0,44.0,81,95.02285714285715
57,290.0,4,5,3,3,1,3,-44.0,44.0,83,94.8
58,295.0,7,8,3,3,0,3,-46.0,46.0,83,95.17391304347827
59,300.0,5,6,3,3,0,1,-48.0,48.0,88,95.1005291005291
60,305.0,1,2,3,3,0,1,-46.0,46.0,89,94.61025641025641
61,310.0,1,2,3,3,0,2,-47.0,47.0,92,92.88235294117646
62,315.0,0,1,4,3,1,1,-43.0,43.0,94,93.5673076923077
63,320.0,6,7,4,3,2,2,-47.0,47.0,95,93.84507042253522
64,325.0,1,2,4,3,1,2,-49.0,49.0,98,93.78082191780823
65,330.0,7,8,4,3,0,2,-48.0,48.0,99,93.84
66,335.0,4,5,3,3,2,2,-47.0,47.0,98,94.75982532751091
67,340.0,1,2,3,4,2,2,-45.0,45.0,97,96.8391304347826
68,345.0,1,2,3,4,2,2,-41.0,41.0,96,99.29130434782608
69,350.0,1,2,3,4,2,2,-42.0,42.0,98,100.86206896551724
70,355.0,1,2,3,4,2,2,-44.0,44.0,98,101.95744680851064
71,360.0,1,2,3,4,2,2,-43.0,43.0,97,103.84322033898304
72,365.0,1,2,3,3,2,3,-44.0,44.0,96,105.67510548523207
73,370.0,0,1,3,4,2,1,-41.0,41.0,97,106.60833333333333
74,375.0,3,4,3,3,2,0,-37.0,37.0,98,105.38306451612904
75,380.0,5,6,3,4,2,1,-43.0,43.0,97,104.3046875
76,385.0,3,4,3,3,2,2,-45.0,45.0,95,105.32432432432432
77,390.0,1,2,3,3,0,3,-47.0,47.0,96,105.5
78,395.0,5,6,3,3,1,3,-53.0,53.0,95,107.63257575757575
79,400.0,7,8,3,3,0,3,-57.0,57.0,94,108.50187265917603
80,405.0,5,6,3,3,0,2,-57.0,57.0,92,110.54307116104869
81,410.0,0,1,3,4,0,0,-57.0,57.0,93,112.14925373134328
82,415.0,3,4,4,3,0,1,-58.0,58.0,94,111.7007299270073
83,420.0,4,5,3,4,0,2,-66.0,66.0,96,111.31071428571428
84,425.0,5,6,3,4,0,1,-63.0,63.0,96,112.92170818505338
85,430.0,0,1,3,4,0,0,-60.0,60.0,97,112.96853146853147
86,435.0,3,4,3,4,0,1,-59.0,59.0,98,113.4448275862069
87,440.0,0,1,3,4,0,0,-55.0,55.0,94,114.28327645051195
88,445.0,3,4,3,3,0,1,-53.0,53.0,94,114.75757575757575
89,450.0,1,2,3,4,0,1,-52.0,52.0,94,113.37581699346406
90,455.0,0,1,3,4,0,0,-44.0,44.0,96,113.60450160771704
91,460.0,3,4,3,4,0,2,-47.0,47.0,96,113.48580441640378
92,465.0,5,6,3,4,0,0,-46.0,46.0,97,114.83385579937304
93,470.0,3,4,3,3,0,1,-50.0,50.0,98,115.10185185185185
94,475.0,1,2,3,4,0,1,-49.0,49.0,100,114.40361445783132
95,480.0,0,1,3,4,1,0,-50.0,50.0,100,116.11711711711712
96,485.0,3,4,3,3,2,0,-49.0,49.0,101,116.78041543026706
97,490.0,5,6,3,3,3,0,-56.0,56.0,100,117.4633431085044
98,495.0,1,2,3,3,3,0,-55.0,55.0,100,118.80758017492711
99,500.0,1,2,3,3,2,1,-56.0,56.0,100,119.46974063400576
100,505.0,1,2,4,3,2,1,-54.0,54.0,99,119.78977272727273
101,510.0,1,2,4,3,2,1,-47.0,47.0,101,119.8268156424581
102,515.0,1,2,4,4,2,1,-46.0,46.0,100,121.50974930362116
103,520.0,0,1,4,4,2,0,-45.0,45.0,104,122.51381215469613
104,525.0,7,8,4,4,1,0,-47.0,47.0,102,123.8434065934066
105,530.0,7,8,4,4,0,0,-50.0,50.0,101,124.47554347826087
106,535.0,7,8,4,4,0,0,-50.0,50.0,98,125.39353099730458
107,540.0,7,8,4,4,0,0,-53.0,53.0,96,126.62466487935657
108,545.0,7,8,4,4,0,0,-57.0,57.0,95,126.47757255936675
109,550.0,7,8,4,4,0,1,-62.0,62.0,96,127.36910994764398
110,555.0,7,8,4,4,0,2,-68.0,68.0,97,127.91968911917098
111,560.0,3,4,4,3,0,2,-69.0,69.0,97,127.83673469387755
112,565.0,4,5,3,4,0,2,-68.0,68.0,95,129.0507614213198
113,570.0,5,6,3,4,0,0,-69.0,69.0,95,130.239898989899
114,575.0,3,4,3,3,0,1,-72.0,72.0,94,132.06313131313132
115,580.0,1,2,3,3,0,2,-71.0,71.0,94,133.55415617128463
116,585.0,0,1,4,4,0,2,-67.0,67.0,95,134.06733167082294
117,590.0,3,4,4,3,0,2,-64.0,64.0,95,134.91336633663366
118,595.0,4,5,3,4,1,2,-60.0,60.0,93,136.06896551724137
119,600.0,5,6,3,4,1,0,-54.0,54.0,92,137.53808353808353
120,605.0,3,4,3,3,1,1,-55.0,55.0,91,138.65525672371638
121,610.0,2,3,3,3,1,1,-57.0,57.0,90,139.76885644768856
122,615.0,2,3,3,4,1,1,-62.0,62.0,88,140.85714285714286
123,620.0,1,2,3,4,0,2,-57.0,57.0,87,141.944578313253
124,625.0,5,6,3,4,1,1,-56.0,56.0,85,142.33174224343676
125,630.0,1,2,3,4,0,2,-58.0,58.0,87,142.41037735849056
126,635.0,5,6,3,4,0,1,-59.0,59.0,88,143.83764705882353
127,640.0,0,1,3,4,0,0,-55.0,55.0,88,144.92505854800936
128,645.0,3,4,3,3,0,1,-59.0,59.0,90,146.70491803278688
129,650.0,1,2,3,3,0,1,-55.0,55.0,91,145.44266055045873
130,655.0,1,2,3,3,0,2,-52.0,52.0,92,145.28054298642533
131,660.0,0,1,3,3,1,0,-47.0,47.0,91,146.44594594594594
132,665.0,6,7,3,3,1,1,-44.0,44.0,93,146.6347438752784
133,670.0,2,3,3,3,1,1,-48.0,48.0,92,147.46681415929203
134,675.0,2,3,3,3,1,1,-49.0,49.0,93,148.95584988962472
135,680.0,2,3,3,4,2,2,-56.0,56.0,95,149.46827133479212
136,685.0,1,2,4,4,1,2,-54.0,54.0,92,151.2516411378556
137,690.0,3,4,4,3,2,2,-56.0,56.0,92,153.0109409190372
138,695.0,1,2,4,3,1,2,-56.0,56.0,91,154.75492341356673
139,700.0,7,8,4,3,1,2,-57.0,57.0,97,154.83549783549785
140,705.0,7,8,4,3,0,2,-61.0,61.0,98,155.61935483870968
141,710.0,4,5,3,4,1,2,-65.0,65.0,103,156.09594882729212
142,715.0,5,6,3,4,2,0,-64.0,64.0,102,155.93052631578948
143,720.0,7,8,3,4,0,1,-63.0,63.0,103,155.8045738045738
