decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,state_phase,reward,total_waiting,vehicle_count,avg_travel_time
69,350.0,3,4,7,10,7,1,3,1.0,37.0,80,78.47844827586206
70,355.0,1,2,7,10,5,1,1,6.0,31.0,81,79.2
71,360.0,0,1,4,10,8,0,0,-5.0,36.0,81,80.5677966101695
72,365.0,1,2,3,10,7,1,1,2.0,34.0,78,81.88185654008439
73,370.0,0,1,3,10,9,0,0,2.0,32.0,78,82.50416666666666
74,375.0,1,2,3,10,9,1,1,1.0,31.0,79,81.47177419354838
75,380.0,1,2,6,10,7,4,1,-1.0,32.0,81,80.5859375
76,385.0,0,1,3,10,6,3,0,1.0,31.0,81,81.35135135135135
77,390.0,5,6,3,10,9,0,5,-3.0,34.0,84,81.49242424242425
78,395.0,1,2,6,10,9,2,1,-3.0,37.0,86,83.17424242424242
79,400.0,0,1,5,10,8,2,0,0.0,37.0,85,83.89513108614233
80,405.0,1,2,7,10,7,3,1,-1.0,38.0,84,85.53932584269663
81,410.0,6,7,10,10,7,5,6,2.0,36.0,80,86.79850746268657
82,415.0,0,1,8,10,10,2,0,0.0,36.0,81,86.47445255474453
83,420.0,1,2,8,10,7,3,1,-1.0,37.0,82,86.20714285714286
84,425.0,6,7,8,10,6,4,6,5.0,32.0,82,87.48754448398577
85,430.0,0,1,7,10,9,1,0,-1.0,33.0,84,87.55594405594405
86,435.0,1,2,4,10,6,3,1,5.0,28.0,85,87.96206896551725
87,440.0,1,2,7,10,3,4,1,-2.0,30.0,82,88.63481228668942
88,445.0,1,2,10,10,3,5,1,-6.0,36.0,82,89.02693602693603
89,450.0,0,1,7,10,5,2,0,7.0,29.0,84,87.99673202614379
90,455.0,0,1,4,10,6,0,0,1.0,28.0,87,88.20900321543408
91,460.0,1,2,1,10,4,4,1,-1.0,29.0,89,88.16403785488959
92,465.0,1,2,6,10,3,6,1,-1.0,30.0,90,89.25705329153605
93,470.0,0,1,7,10,3,4,0,-2.0,32.0,90,89.50308641975309
94,475.0,3,4,8,10,0,4,3,3.0,29.0,92,88.98493975903614
95,480.0,1,2,10,10,3,5,1,-1.0,30.0,91,90.34834834834835
96,485.0,0,1,10,10,7,2,0,-8.0,38.0,91,90.87240356083086
97,490.0,6,7,10,10,10,4,6,-4.0,42.0,91,91.41055718475073
98,495.0,1,2,10,10,8,4,1,-1.0,43.0,90,92.45772594752187
99,500.0,0,1,9,10,10,3,0,1.0,42.0,91,92.98559077809799
100,505.0,1,2,10,10,10,4,1,2.0,40.0,90,93.24147727272727
101,510.0,1,2,10,10,10,4,1,0.0,40.0,92,93.27653631284916
102,515.0,1,2,10,10,8,4,1,-2.0,42.0,93,94.6016713091922
103,520.0,0,1,10,10,7,2,0,7.0,35.0,95,95.38674033149171
104,525.0,6,7,9,10,10,2,6,1.0,34.0,93,96.41483516483517
105,530.0,1,2,10,8,10,2,1,0.0,34.0,96,96.9211956521739
106,535.0,0,1,10,10,10,2,0,-8.0,42.0,97,97.6711590296496
107,540.0,1,2,10,10,10,2,1,4.0,38.0,95,98.66756032171581
108,545.0,1,2,10,10,10,2,1,-1.0,39.0,95,98.58575197889182
109,550.0,1,2,10,9,10,4,1,-2.0,41.0,95,99.31151832460733
110,555.0,0,1,10,10,10,2,0,-4.0,45.0,97,99.76424870466322
111,560.0,1,2,10,10,10,2,1,0.0,45.0,98,99.7295918367347
112,565.0,1,2,10,10,10,4,1,-1.0,46.0,99,100.72842639593908
113,570.0,1,2,10,10,10,4,1,0.0,46.0,97,101.71717171717172
114,575.0,1,2,10,10,10,5,1,-3.0,49.0,94,103.16919191919192
115,580.0,3,4,10,10,6,7,3,3.0,46.0,92,104.31486146095718
116,585.0,0,1,10,9,5,3,0,6.0,40.0,90,104.67581047381546
117,590.0,0,1,10,10,5,2,0,-2.0,42.0,92,105.29207920792079
118,595.0,6,7,10,10,9,3,6,0.0,42.0,91,106.14532019704434
119,600.0,1,2,10,10,8,3,1,3.0,39.0,92,107.22850122850123
120,605.0,0,1,10,10,8,2,0,4.0,35.0,93,108.04156479217603
121,610.0,1,2,10,10,8,2,1,-4.0,39.0,90,108.83211678832117
122,615.0,0,1,10,10,8,2,0,-1.0,40.0,89,109.58837772397095
123,620.0,1,2,10,10,8,3,1,-4.0,44.0,88,110.31807228915663
124,625.0,0,1,8,10,8,3,0,1.0,43.0,90,110.5035799522673
125,630.0,3,4,9,10,4,4,3,-1.0,44.0,91,110.44811320754717
126,635.0,0,1,8,10,2,2,0,5.0,39.0,88,111.43294117647059
127,640.0,6,7,8,10,6,3,6,-2.0,41.0,88,112.13817330210773
128,645.0,0,1,9,10,6,2,0,0.0,41.0,86,113.36065573770492
129,650.0,1,2,8,10,6,2,1,-1.0,42.0,92,112.2408256880734
130,655.0,6,7,10,10,6,3,6,-1.0,43.0,92,111.98642533936652
131,660.0,0,1,10,10,8,2,0,-2.0,45.0,93,112.75
132,665.0,1,2,10,10,6,2,1,5.0,40.0,92,112.75055679287306
133,670.0,4,5,10,10,7,2,4,-2.0,42.0,92,113.2566371681416
134,675.0,0,1,9,10,7,2,0,1.0,41.0,91,114.26048565121413
135,680.0,6,7,10,10,9,3,6,-4.0,45.0,92,114.51859956236324
136,685.0,1,2,10,10,8,3,1,2.0,43.0,88,115.73522975929978
137,690.0,0,1,10,10,10,2,0,0.0,43.0,86,116.91903719912473
138,695.0,1,2,10,10,10,2,1,1.0,42.0,84,118.07877461706784
139,700.0,1,2,10,10,10,2,1,-3.0,45.0,88,117.96103896103897
140,705.0,1,2,10,10,7,3,1,1.0,44.0,89,118.36989247311828
141,710.0,0,1,10,10,8,3,0,2.0,42.0,92,118.54584221748401
142,715.0,1,2,10,10,7,3,1,2.0,40.0,92,118.2357894736842
143,720.0,0,1,10,10,9,3,0,1.0,39.0,94,117.96673596673597
