decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,state_phase,reward,total_waiting,vehicle_count,avg_travel_time
42,215.0,7,8,2,0,0,0,7,2.0,2.0,25,62.02564102564103
43,220.0,6,7,2,0,1,0,6,-1.0,3.0,23,62.75949367088607
44,225.0,1,2,2,0,0,0,1,1.0,2.0,22,61.10843373493976
45,230.0,6,7,2,0,0,0,6,0.0,2.0,26,57.733333333333334
46,235.0,4,5,0,0,0,0,4,2.0,0.0,28,55.666666666666664
47,240.0,2,3,0,0,0,1,2,-1.0,1.0,29,53.44660194174757
48,245.0,0,1,0,0,0,0,0,1.0,0.0,30,54.52884615384615
49,250.0,4,5,0,0,0,1,4,-1.0,1.0,31,55.06603773584906
50,255.0,0,1,0,0,0,0,0,1.0,0.0,31,56.60377358490566
51,260.0,4,5,0,2,0,3,4,-5.0,5.0,32,58.113207547169814
52,265.0,5,6,0,4,0,0,5,1.0,4.0,32,58.48148148148148
53,270.0,1,2,3,3,0,1,1,-3.0,7.0,33,59.44954128440367
54,275.0,6,7,4,2,0,1,6,0.0,7.0,33,59.873873873873876
55,280.0,0,1,0,2,0,0,0,5.0,2.0,31,61.31531531531532
56,285.0,6,7,2,2,0,0,6,-2.0,4.0,31,61.07017543859649
57,290.0,6,7,2,1,0,0,6,1.0,3.0,31,60.837606837606835
58,295.0,6,7,2,0,0,0,6,1.0,2.0,30,60.608333333333334
59,300.0,4,5,0,2,0,1,4,-1.0,3.0,34,59.07142857142857
60,305.0,5,6,0,3,0,0,5,0.0,3.0,33,59.89763779527559
61,310.0,1,2,0,0,0,0,1,3.0,0.0,34,58.92424242424242
62,315.0,6,7,1,0,0,0,6,-1.0,1.0,34,60.22727272727273
63,320.0,1,2,2,0,0,1,1,-2.0,3.0,34,60.17777777777778
64,325.0,4,5,0,0,0,2,4,1.0,2.0,33,60.94117647058823
65,330.0,0,1,0,4,0,0,0,-2.0,4.0,32,61.66423357664234
66,335.0,0,1,0,4,1,0,0,-1.0,5.0,29,62.75182481751825
67,340.0,1,2,1,3,0,0,1,1.0,4.0,28,62.84172661870504
68,345.0,6,7,1,0,2,0,6,1.0,3.0,30,61.71527777777778
69,350.0,1,2,1,0,0,0,1,2.0,1.0,30,62.3448275862069
70,355.0,1,2,1,0,0,0,1,0.0,1.0,28,63.33103448275862
71,360.0,1,2,2,0,0,0,1,-1.0,2.0,25,63.773972602739725
72,365.0,6,7,2,0,0,0,6,0.0,2.0,23,64.58219178082192
73,370.0,4,5,0,2,0,0,4,0.0,2.0,21,64.89115646258503
74,375.0,6,7,0,0,2,0,6,0.0,2.0,20,64.68456375838926
75,380.0,1,2,0,0,0,1,1,1.0,1.0,16,65.25503355704699
76,385.0,0,1,0,0,0,0,0,1.0,0.0,15,64.89403973509934
77,390.0,4,5,0,1,0,0,4,-1.0,1.0,17,65.01973684210526
78,395.0,1,2,0,0,0,0,1,1.0,0.0,18,65.17647058823529
79,400.0,6,7,0,0,0,0,6,0.0,0.0,21,63.320754716981135
80,405.0,3,4,1,0,1,0,3,-2.0,2.0,20,63.18633540372671
81,410.0,2,3,1,0,1,0,2,0.0,2.0,18,63.351851851851855
82,415.0,0,1,0,0,1,0,0,1.0,1.0,19,63.140243902439025
83,420.0,4,5,0,0,1,1,4,-1.0,2.0,21,62.993975903614455
84,425.0,0,1,0,0,1,0,0,1.0,1.0,21,62.86904761904762
85,430.0,4,5,0,3,1,0,4,-3.0,4.0,21,63.49404761904762
86,435.0,1,2,0,2,0,0,1,2.0,2.0,22,63.76923076923077
87,440.0,6,7,0,0,0,1,6,1.0,1.0,25,62.660919540229884
88,445.0,0,1,0,1,0,0,0,0.0,1.0,27,62.31638418079096
89,450.0,3,4,0,2,0,2,3,-3.0,4.0,30,62.06666666666667
90,455.0,5,6,1,2,0,0,5,1.0,3.0,29,61.84153005464481
91,460.0,1,2,1,0,0,0,1,2.0,1.0,27,62.60109289617486
92,465.0,1,2,1,0,0,1,1,-1.0,2.0,29,61.99465240641711
93,470.0,1,2,1,0,2,1,1,-2.0,4.0,26,62.70053475935829
94,475.0,7,8,2,0,0,2,7,0.0,4.0,27,62.068062827225134
95,480.0,0,1,0,1,0,0,0,3.0,1.0,31,61.57948717948718
96,485.0,3,4,2,2,1,1,3,-5.0,6.0,31,61.44949494949495
97,490.0,1,2,2,0,0,2,1,2.0,4.0,35,61.103960396039604
98,495.0,0,1,0,2,1,0,0,1.0,3.0,35,61.078048780487805
99,500.0,1,2,0,1,0,1,1,1.0,2.0,39,60.523809523809526
100,505.0,6,7,2,0,2,1,6,-3.0,5.0,38,60.582159624413144
101,510.0,1,2,2,0,1,1,1,1.0,4.0,38,60.666666666666664
102,515.0,7,8,2,0,0,1,7,1.0,3.0,39,61.5787037037037
103,520.0,0,1,0,4,2,0,0,-3.0,6.0,37,62.16129032258065
104,525.0,1,2,2,5,0,0,1,-1.0,7.0,34,62.97695852534562
105,530.0,1,2,3,3,0,0,1,1.0,6.0,32,63.74193548387097
106,535.0,6,7,3,0,0,0,6,3.0,3.0,30,64.44239631336406
107,540.0,4,5,0,4,0,0,4,-1.0,4.0,29,64.5296803652968
108,545.0,6,7,1,2,0,0,6,1.0,3.0,28,63.767857142857146
109,550.0,6,7,1,0,1,0,6,1.0,2.0,31,63.096069868995635
110,555.0,1,2,1,0,0,0,1,1.0,1.0,30,63.530434782608694
111,560.0,1,2,1,0,0,0,1,0.0,1.0,31,62.87234042553192
112,565.0,1,2,1,0,0,0,1,0.0,1.0,33,62.229166666666664
113,570.0,1,2,1,0,0,2,1,-2.0,3.0,34,61.68163265306122
114,575.0,4,5,0,0,0,4,4,-1.0,4.0,36,61.212
115,580.0,5,6,2,0,0,2,5,0.0,4.0,38,61.27272727272727
116,585.0,0,1,0,0,0,1,0,3.0,1.0,39,61.34375
117,590.0,7,8,3,0,0,2,7,-4.0,5.0,42,61.666666666666664
118,595.0,0,1,3,2,0,3,0,-3.0,8.0,44,62.02307692307692
119,600.0,0,1,1,4,0,2,0,1.0,7.0,48,61.96969696969697
120,605.0,6,7,2,4,0,3,6,-2.0,9.0,47,62.161048689138575
121,610.0,0,1,1,5,0,2,0,1.0,8.0,47,63.052434456928836
122,615.0,6,7,2,4,0,6,6,-4.0,12.0,44,63.656716417910445
123,620.0,0,1,1,8,0,6,0,-3.0,15.0,49,63.366300366300365
124,625.0,0,1,1,9,0,5,0,0.0,15.0,47,63.76
125,630.0,1,2,1,8,0,4,1,2.0,13.0,47,63.67025089605735
126,635.0,5,6,1,6,0,4,5,2.0,11.0,46,64.27857142857142
127,640.0,0,1,1,9,1,2,0,-2.0,13.0,43,65.06428571428572
128,645.0,4,5,0,10,2,3,4,-5.0,18.0,43,65.36879432624113
129,650.0,1,2,1,10,0,5,1,-1.0,19.0,45,65.23076923076923
130,655.0,5,6,1,10,0,3,5,2.0,17.0,44,66.00699300699301
131,660.0,0,1,0,10,0,0,0,3.0,14.0,43,66.28819444444444
132,665.0,6,7,0,9,0,2,6,3.0,11.0,43,66.56206896551724
133,670.0,0,1,0,10,0,0,0,-3.0,14.0,42,67.04810996563575
134,675.0,6,7,0,7,1,2,6,4.0,10.0,44,66.63513513513513
135,680.0,0,1,0,7,3,0,0,0.0,10.0,44,66.91946308724832
136,685.0,6,7,0,5,3,1,6,1.0,9.0,46,65.93137254901961
137,690.0,1,2,0,1,1,1,1,6.0,3.0,47,66.09061488673139
138,695.0,0,1,0,4,3,0,0,-4.0,7.0,47,66.86407766990291
139,700.0,1,2,0,2,2,0,1,3.0,4.0,46,67.61488673139158
140,705.0,1,2,0,1,1,2,1,0.0,4.0,42,68.31067961165049
141,710.0,6,7,0,1,3,2,6,-2.0,6.0,41,68.98058252427184
142,715.0,1,2,0,1,2,2,1,1.0,5.0,40,68.95833333333333
143,720.0,3,4,0,2,2,3,3,-2.0,7.0,37,69.34504792332268
