decision_step,time,action,phase_id,state_north_bucket,state_east_bucket,state_south_bucket,state_west_bucket,reward,total_waiting,vehicle_count,avg_travel_time
72,365.0,0,1,1,4,0,4,-36.0,36.0,69,91.14358974358974
73,370.0,7,8,2,4,0,4,-40.0,40.0,74,89.82673267326733
74,375.0,0,1,1,4,1,3,-37.0,37.0,77,89.99514563106796
75,380.0,1,2,1,4,0,3,-37.0,37.0,78,90.21904761904761
76,385.0,7,8,2,4,0,3,-41.0,41.0,80,91.75355450236967
77,390.0,7,8,2,4,0,4,-45.0,45.0,84,92.84976525821597
78,395.0,0,1,1,4,0,3,-43.0,43.0,83,93.09216589861751
79,400.0,7,8,3,4,0,3,-50.0,50.0,85,94.21004566210046
80,405.0,4,5,2,4,1,3,-52.0,52.0,85,93.65333333333334
81,410.0,4,5,0,4,2,4,-56.0,56.0,86,93.61304347826086
82,415.0,6,7,2,4,3,4,-58.0,58.0,89,94.79310344827586
83,420.0,5,6,2,4,3,3,-55.0,55.0,88,95.95726495726495
84,425.0,7,8,2,4,2,3,-53.0,53.0,87,97.49361702127659
85,430.0,4,5,1,4,3,3,-53.0,53.0,85,99.4
86,435.0,4,5,0,4,3,3,-55.0,55.0,82,100.83474576271186
87,440.0,5,6,1,4,4,2,-55.0,55.0,78,102.61440677966101
88,445.0,1,2,1,4,4,1,-49.0,49.0,75,104.33474576271186
89,450.0,2,3,1,4,3,3,-53.0,53.0,75,104.68619246861925
90,455.0,4,5,0,4,4,3,-52.0,52.0,75,105.04545454545455
91,460.0,6,7,0,4,4,3,-49.0,49.0,77,103.79518072289157
92,465.0,6,7,0,3,4,3,-45.0,45.0,81,103.89328063241106
93,470.0,7,8,0,4,3,3,-39.0,39.0,83,103.6046511627907
94,475.0,5,6,0,4,2,2,-33.0,33.0,83,104.95752895752896
95,480.0,2,3,1,4,3,2,-37.0,37.0,88,104.73863636363636
96,485.0,7,8,2,4,3,3,-39.0,39.0,88,105.71804511278195
97,490.0,7,8,3,4,1,3,-45.0,45.0,87,107.08988764044943
98,495.0,4,5,3,4,1,4,-51.0,51.0,85,108.79026217228464
99,500.0,4,5,2,4,2,4,-53.0,53.0,82,110.02985074626865
100,505.0,7,8,3,4,1,4,-56.0,56.0,84,109.64102564102564
101,510.0,4,5,2,4,1,4,-60.0,60.0,88,110.1231884057971
102,515.0,1,2,3,4,0,4,-59.0,59.0,90,110.26428571428572
103,520.0,4,5,3,4,1,4,-60.0,60.0,91,109.67832167832168
104,525.0,4,5,2,4,1,4,-59.0,59.0,95,109.92413793103448
105,530.0,1,2,2,4,0,4,-53.0,53.0,94,110.90068493150685
106,535.0,0,1,2,4,2,4,-52.0,52.0,92,112.62328767123287
107,540.0,7,8,3,4,1,4,-53.0,53.0,93,112.83783783783784
108,545.0,4,5,2,4,2,4,-55.0,55.0,92,113.77852348993288
109,550.0,7,8,2,4,2,4,-57.0,57.0,95,112.50326797385621
110,555.0,7,8,3,4,0,4,-57.0,57.0,97,113.14563106796116
111,560.0,4,5,3,4,1,4,-64.0,64.0,97,113.43450479233226
112,565.0,4,5,2,4,2,4,-63.0,63.0,99,113.72239747634069
113,570.0,7,8,2,4,1,4,-63.0,63.0,97,115.09119496855345
114,575.0,1,2,3,4,0,4,-63.0,63.0,99,115.37888198757764
115,580.0,4,5,3,4,1,4,-62.0,62.0,98,116.37962962962963
116,585.0,4,5,2,4,3,4,-66.0,66.0,99,115.65256797583082
117,590.0,5,6,2,4,3,3,-62.0,62.0,99,117.05722891566265
118,595.0,7,8,3,4,3,4,-61.0,61.0,97,118.08982035928143
119,600.0,1,2,3,4,3,4,-58.0,58.0,97,118.77744807121661
120,605.0,1,2,3,4,2,4,-53.0,53.0,93,120.47181008902078
121,610.0,7,8,3,4,1,4,-48.0,48.0,92,122.13946587537092
122,615.0,4,5,2,4,1,4,-50.0,50.0,91,123.77744807121661
123,620.0,1,2,1,4,1,4,-50.0,50.0,89,124.99704142011835
124,625.0,3,4,2,4,1,4,-47.0,47.0,88,125.11988304093568
125,630.0,1,2,3,4,0,4,-46.0,46.0,87,125.6
126,635.0,4,5,2,4,1,4,-42.0,42.0,87,125.69627507163324
127,640.0,1,2,2,4,0,4,-39.0,39.0,89,124.41456582633053
128,645.0,0,1,2,4,1,4,-43.0,43.0,93,124.59279778393352
129,650.0,1,2,2,4,0,4,-44.0,44.0,94,125.1456043956044
130,655.0,0,1,1,4,0,4,-44.0,44.0,97,125.35597826086956
131,660.0,7,8,2,4,0,4,-48.0,48.0,95,126.89402173913044
132,665.0,0,1,2,4,0,4,-49.0,49.0,95,127.04838709677419
133,670.0,0,1,2,4,0,4,-48.0,48.0,96,127.21542553191489
134,675.0,0,1,2,4,0,4,-49.0,49.0,100,126.75392670157068
135,680.0,0,1,2,4,0,4,-49.0,49.0,100,127.64322916666667
136,685.0,0,1,2,4,0,3,-50.0,50.0,100,127.86082474226804
137,690.0,7,8,3,4,0,3,-52.0,52.0,103,128.77179487179487
138,695.0,4,5,1,4,0,3,-52.0,52.0,103,129.34605597964378
139,700.0,7,8,2,4,0,4,-57.0,57.0,102,129.8838383838384
140,705.0,0,1,2,4,1,4,-57.0,57.0,99,130.71859296482413
141,710.0,1,2,3,4,0,4,-57.0,57.0,98,131.22194513715712
142,715.0,4,5,2,4,0,4,-59.0,59.0,98,131.05418719211823
143,720.0,0,1,2,4,0,4,-57.0,57.0,99,132.1990171990172
