decision_step,time,action,phase_id,state_north_count,state_east_count,state_south_count,state_west_count,reward,total_waiting,vehicle_count,avg_travel_time
100,505.0,2,3,7,2,7,1,-21.7,17.0,47,84.97183098591549
101,510.0,2,3,7,4,10,1,-26.8,22.0,48,84.93055555555556
102,515.0,1,2,7,2,8,1,-22.7,18.0,47,86.03703703703704
103,520.0,0,1,4,4,7,0,-19.6,15.0,46,86.70506912442396
104,525.0,4,5,3,9,9,0,-25.6,21.0,46,87.76497695852535
105,530.0,5,6,2,10,10,0,-29.3,25.0,43,88.76958525345623
106,535.0,1,2,6,10,8,0,-28.3,24.0,43,89.76036866359448
107,540.0,6,7,6,4,7,0,-21.4,17.0,44,89.94520547945206
108,545.0,2,3,6,4,8,0,-22.3,18.0,43,88.95535714285714
109,550.0,6,7,6,0,10,0,-21.6,17.0,46,88.06986899563319
110,555.0,1,2,6,0,7,0,-17.6,13.0,46,88.7304347826087
111,560.0,4,5,3,2,4,0,-14.100000000000001,9.0,51,87.9404255319149
112,565.0,1,2,4,1,4,0,-14.3,9.0,53,87.2
113,570.0,1,2,6,0,2,2,-15.2,10.0,52,86.51836734693877
114,575.0,0,1,5,1,4,2,-17.7,12.0,57,85.94
115,580.0,3,4,7,1,3,3,-19.7,14.0,57,86.09486166007905
116,585.0,4,5,5,1,3,7,-21.7,16.0,57,86.2421875
117,590.0,3,4,5,2,3,9,-24.9,19.0,59,86.70930232558139
118,595.0,1,2,7,0,0,10,-23.8,18.0,58,87.16153846153846
119,600.0,4,5,7,2,1,10,-28.8,23.0,58,86.93560606060606
120,605.0,3,4,8,5,1,10,-34.8,29.0,58,87.04494382022472
121,610.0,1,2,8,3,0,10,-32.7,27.0,57,88.11985018726591
122,615.0,5,6,10,4,0,10,-33.4,28.0,54,88.81343283582089
123,620.0,0,1,6,7,0,10,-28.9,23.0,59,88.24542124542124
124,625.0,3,4,4,9,0,9,-27.7,22.0,57,88.64
125,630.0,6,7,6,6,0,10,-29.0,23.0,60,88.415770609319
126,635.0,5,6,9,4,2,7,-28.0,22.0,60,89.17857142857143
127,640.0,5,6,10,6,3,6,-30.7,25.0,57,90.20714285714286
128,645.0,5,6,10,10,3,4,-33.6,28.0,56,90.5709219858156
129,650.0,4,5,7,10,3,3,-31.6,26.0,56,90.28321678321679
130,655.0,3,4,6,10,3,6,-33.5,28.0,55,91.26573426573427
131,660.0,6,7,6,9,3,9,-32.5,27.0,55,91.56944444444444
132,665.0,1,2,10,5,0,10,-31.5,26.0,55,91.87586206896552
133,670.0,2,3,10,3,1,10,-30.4,25.0,54,92.48109965635739
134,675.0,5,6,10,5,3,7,-30.6,25.0,56,91.84121621621621
135,680.0,3,4,10,9,4,6,-34.7,29.0,57,92.16778523489933
136,685.0,3,4,10,10,4,5,-36.0,30.0,60,90.74509803921569
137,690.0,1,2,10,8,3,9,-36.2,30.0,62,90.90291262135922
138,695.0,3,4,10,8,2,9,-35.0,29.0,60,91.89320388349515
139,700.0,7,8,10,10,0,10,-36.0,30.0,60,92.86407766990291
140,705.0,0,1,7,10,2,7,-35.8,30.0,58,93.81229773462783
141,710.0,1,2,6,10,2,4,-29.7,24.0,57,94.73462783171522
142,715.0,4,5,4,10,5,7,-35.0,29.0,60,94.76923076923077
143,720.0,7,8,5,10,3,10,-38.7,33.0,57,95.3929712460064
