decision_step,time,action,phase_id,state_north_bucket,state_east_bucket,state_south_bucket,state_west_bucket,reward,total_waiting,vehicle_count,avg_travel_time
48,245.0,1,2,3,3,1,2,-32.1,26.0,61,74.70921985815603
49,250.0,4,5,3,3,2,3,-35.4,29.0,64,75.32638888888889
50,255.0,1,2,3,3,1,3,-32.1,26.0,61,76.93793103448276
51,260.0,0,1,3,4,1,2,-31.9,26.0,59,79.0
52,265.0,4,5,2,4,1,2,-28.5,23.0,55,80.92413793103448
53,270.0,4,5,2,4,1,3,-33.5,28.0,55,81.16891891891892
54,275.0,5,6,2,4,1,2,-33.5,28.0,55,82.48322147651007
55,280.0,4,5,1,4,1,2,-31.5,26.0,55,83.21854304635761
56,285.0,4,5,1,4,1,3,-32.4,27.0,54,84.48026315789474
57,290.0,7,8,1,4,0,3,-32.3,27.0,53,85.6797385620915
58,295.0,4,5,1,4,0,3,-34.2,29.0,52,86.25806451612904
59,300.0,4,5,0,4,0,3,-34.2,29.0,52,85.76729559748428
60,305.0,1,2,1,4,0,3,-35.4,30.0,54,86.3975155279503
61,310.0,4,5,0,4,0,3,-33.2,28.0,52,88.03105590062111
62,315.0,1,2,1,4,0,3,-34.2,29.0,52,88.5398773006135
63,320.0,4,5,0,4,0,3,-34.2,29.0,52,89.01212121212122
64,325.0,1,2,0,4,0,3,-33.2,28.0,52,88.98214285714286
65,330.0,1,2,0,4,0,3,-32.3,27.0,53,88.95906432748538
66,335.0,1,2,0,3,0,4,-31.7,26.0,57,88.54285714285714
67,340.0,2,3,0,3,0,3,-30.8,25.0,58,88.67415730337079
68,345.0,3,4,1,3,0,3,-31.2,25.0,62,87.90163934426229
69,350.0,4,5,0,4,1,3,-36.0,30.0,60,89.55737704918033
70,355.0,5,6,0,4,2,3,-40.0,34.0,60,90.69021739130434
71,360.0,7,8,0,4,1,4,-42.1,36.0,61,90.86096256684492
72,365.0,7,8,1,4,0,4,-46.4,40.0,64,88.7948717948718
73,370.0,3,4,2,3,0,4,-45.0,38.0,70,87.45049504950495
74,375.0,4,5,0,3,1,4,-44.2,37.0,72,87.54368932038835
75,380.0,3,4,1,3,1,4,-46.3,39.0,73,87.68095238095238
76,385.0,5,6,1,3,1,3,-45.4,38.0,74,89.09478672985782
77,390.0,1,2,2,3,1,3,-42.7,35.0,77,90.06103286384976
78,395.0,0,1,2,3,2,3,-40.8,33.0,78,90.22119815668202
79,400.0,4,5,0,4,3,3,-43.8,36.0,78,91.21461187214612
80,405.0,7,8,1,4,2,3,-42.9,35.0,79,90.5911111111111
81,410.0,7,8,2,4,2,3,-49.2,41.0,82,90.51304347826087
82,415.0,0,1,1,4,1,3,-43.4,35.0,84,91.60344827586206
83,420.0,7,8,2,4,2,3,-48.4,40.0,84,92.67521367521367
84,425.0,0,1,1,4,2,3,-48.4,40.0,84,94.10212765957446
85,430.0,7,8,2,4,3,2,-52.2,44.0,82,95.85531914893618
86,435.0,0,1,0,4,3,2,-51.9,44.0,79,97.13559322033899
87,440.0,7,8,1,4,3,2,-54.5,47.0,75,98.7457627118644
88,445.0,2,3,2,4,3,3,-60.2,53.0,72,100.29237288135593
89,450.0,4,5,0,4,3,3,-64.4,57.0,74,100.56066945606695
90,455.0,7,8,0,4,3,3,-61.3,54.0,73,100.83884297520662
91,460.0,7,8,1,4,2,3,-59.5,52.0,75,99.56626506024097
92,465.0,7,8,1,4,0,3,-55.7,48.0,77,99.58498023715416
93,470.0,4,5,0,4,1,3,-57.9,50.0,79,99.22868217054264
94,475.0,5,6,0,4,2,3,-58.2,50.0,82,100.48262548262548
95,480.0,7,8,1,4,2,3,-56.6,48.0,86,100.22727272727273
96,485.0,7,8,2,4,0,3,-58.7,50.0,87,101.10902255639098
97,490.0,0,1,2,4,1,3,-61.6,53.0,86,102.36704119850187
98,495.0,5,6,2,4,2,3,-60.5,52.0,85,103.96629213483146
99,500.0,0,1,2,4,2,2,-58.5,50.0,85,105.16417910447761
100,505.0,1,2,3,4,1,2,-54.7,46.0,87,104.80952380952381
101,510.0,4,5,2,4,1,3,-57.9,49.0,89,105.27898550724638
102,515.0,5,6,3,4,1,2,-60.1,51.0,91,105.41428571428571
103,520.0,4,5,2,4,1,3,-59.1,50.0,91,104.84965034965035
104,525.0,5,6,2,4,1,2,-57.3,48.0,93,105.04827586206896
105,530.0,4,5,1,4,1,2,-54.1,45.0,91,105.92808219178082
106,535.0,4,5,1,4,2,3,-58.9,50.0,89,107.51712328767124
107,540.0,7,8,1,4,1,3,-58.9,50.0,89,107.64864864864865
108,545.0,7,8,2,4,1,3,-63.8,55.0,88,108.46644295302013
109,550.0,5,6,3,4,2,3,-66.0,57.0,90,107.16339869281046
110,555.0,4,5,2,4,3,3,-66.3,57.0,93,107.69902912621359
111,560.0,4,5,1,4,3,3,-65.3,56.0,93,107.90734824281151
112,565.0,6,7,1,4,3,3,-65.5,56.0,95,108.1198738170347
113,570.0,6,7,2,3,3,3,-66.2,57.0,92,109.35220125786164
114,575.0,7,8,3,4,3,3,-63.3,54.0,93,109.54658385093168
115,580.0,4,5,2,4,3,4,-64.2,55.0,92,110.42901234567901
116,585.0,3,4,2,3,3,4,-66.3,57.0,93,109.67673716012085
117,590.0,4,5,2,3,3,4,-65.2,56.0,92,110.9367469879518
118,595.0,4,5,0,3,4,4,-64.9,56.0,89,111.83233532934132
119,600.0,1,2,1,3,4,4,-63.7,55.0,87,112.37091988130564
120,605.0,0,1,1,3,4,3,-58.4,50.0,84,113.86350148367953
121,610.0,0,1,0,3,4,3,-54.2,46.0,82,115.33531157270029
122,615.0,1,2,1,4,4,3,-55.2,47.0,82,116.76557863501483
123,620.0,6,7,1,3,4,3,-56.2,48.0,82,117.8224852071006
124,625.0,0,1,0,3,4,3,-57.1,49.0,81,117.85087719298245
125,630.0,1,2,1,3,4,3,-51.1,43.0,81,118.23478260869565
126,635.0,0,1,1,3,4,3,-51.4,43.0,84,118.2865329512894
127,640.0,0,1,1,3,4,1,-48.4,40.0,84,117.03921568627452
128,645.0,1,2,1,3,4,2,-43.7,35.0,87,117.17174515235457
129,650.0,5,6,1,3,4,2,-43.8,35.0,88,117.64285714285714
130,655.0,5,6,1,3,4,2,-47.8,39.0,88,117.79891304347827
131,660.0,5,6,1,3,4,1,-46.8,38.0,88,119.22282608695652
132,665.0,1,2,2,3,4,2,-48.1,39.0,91,119.36559139784946
133,670.0,5,6,3,3,3,2,-50.2,41.0,92,119.52659574468085
134,675.0,1,2,4,3,3,2,-51.5,42.0,95,119.09685863874346
135,680.0,6,7,4,3,3,3,-54.5,45.0,95,119.93489583333333
136,685.0,1,2,4,3,3,3,-54.3,45.0,93,120.1340206185567
137,690.0,1,2,4,3,2,3,-55.6,46.0,96,120.96153846153847
138,695.0,4,5,4,3,2,3,-53.5,44.0,95,121.47328244274809
139,700.0,4,5,3,3,3,3,-50.6,41.0,96,121.96464646464646
140,705.0,1,2,4,3,2,4,-46.4,37.0,94,122.7537688442211
141,710.0,1,2,4,3,1,4,-45.7,36.0,97,123.25187032418953
142,715.0,3,4,4,3,1,4,-48.8,39.0,98,123.1231527093596
143,720.0,3,4,4,3,2,4,-54.5,45.0,95,124.1891891891892
